PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"38539014","TREM1 disrupts myeloid bioenergetics and cognitive function in aging and Alzheimer disease mouse models","Wilson EN, Wang C, Swarovski MS, Zera KA, Ennerfelt HE, Wang Q, Chaney A, Gauba E, Ramos Benitez JA, Le Guen Y, Minhas PS, Panchal M, Tan YJ, Blacher E, A Iweka C, Cropper H, Jain P, Liu Q, Mehta SS, Zuckerman AJ, Xin M, Umans J, Huang J, Durairaj AS, Serrano GE, Beach TG, Greicius MD, James ML, Buckwalter MS, McReynolds MR, Rabinowitz JD, Andreasson KI.","Nat Neurosci. 2024 May;27(5):873-885. doi: 10.1038/s41593-024-01610-w. Epub 2024 Mar 27.","Wilson EN","Nat Neurosci","2024","2024/03/28","PMC11102654","NIHMS1989088","10.1038/s41593-024-01610-w"
"37596052","Dietary Fiber and Microbiota Metabolite Receptors Enhance Cognition and Alleviate Disease in the 5xFAD Mouse Model of Alzheimer's Disease","Zhou Y, Xie L, Schröder J, Schuster IS, Nakai M, Sun G, Sun YBY, Mariño E, Degli-Esposti MA, Marques FZ, Grubman A, Polo JM, Mackay CR.","J Neurosci. 2023 Sep 13;43(37):6460-6475. doi: 10.1523/JNEUROSCI.0724-23.2023. Epub 2023 Aug 18.","Zhou Y","J Neurosci","2023","2023/08/18","PMC10506626","","10.1523/JNEUROSCI.0724-23.2023"
"37291336","Identification of a protective microglial state mediated by miR-155 and interferon-γ signaling in a mouse model of Alzheimer's disease","Yin Z, Herron S, Silveira S, Kleemann K, Gauthier C, Mallah D, Cheng Y, Margeta MA, Pitts KM, Barry JL, Subramanian A, Shorey H, Brandao W, Durao A, Delpech JC, Madore C, Jedrychowski M, Ajay AK, Murugaiyan G, Hersh SW, Ikezu S, Ikezu T, Butovsky O.","Nat Neurosci. 2023 Jul;26(7):1196-1207. doi: 10.1038/s41593-023-01355-y. Epub 2023 Jun 8.","Yin Z","Nat Neurosci","2023","2023/06/08","PMC10619638","NIHMS1934469","10.1038/s41593-023-01355-y"
"33845942","Microbiota-derived short chain fatty acids modulate microglia and promote Aβ plaque deposition","Colombo AV, Sadler RK, Llovera G, Singh V, Roth S, Heindl S, Sebastian Monasor L, Verhoeven A, Peters F, Parhizkar S, Kamp F, Gomez de Aguero M, MacPherson AJ, Winkler E, Herms J, Benakis C, Dichgans M, Steiner H, Giera M, Haass C, Tahirovic S, Liesz A.","Elife. 2021 Apr 13;10:e59826. doi: 10.7554/eLife.59826.","Colombo AV","Elife","2021","2021/04/13","PMC8043748","","10.7554/eLife.59826"
"32840654","APOE and TREM2 regulate amyloid-responsive microglia in Alzheimer's disease","Nguyen AT, Wang K, Hu G, Wang X, Miao Z, Azevedo JA, Suh E, Van Deerlin VM, Choi D, Roeder K, Li M, Lee EB.","Acta Neuropathol. 2020 Oct;140(4):477-493. doi: 10.1007/s00401-020-02200-3. Epub 2020 Aug 25.","Nguyen AT","Acta Neuropathol","2020","2020/08/26","PMC7520051","NIHMS1623526","10.1007/s00401-020-02200-3"
"31301936","TREM2 Acts Downstream of CD33 in Modulating Microglial Pathology in Alzheimer's Disease","Griciuc A, Patel S, Federico AN, Choi SH, Innes BJ, Oram MK, Cereghetti G, McGinty D, Anselmo A, Sadreyev RI, Hickman SE, El Khoury J, Colonna M, Tanzi RE.","Neuron. 2019 Sep 4;103(5):820-835.e7. doi: 10.1016/j.neuron.2019.06.010. Epub 2019 Jul 10.","Griciuc A","Neuron","2019","2019/07/15","PMC6728215","NIHMS1532644","10.1016/j.neuron.2019.06.010"
"32610143","Alzheimer's Patient Microglia Exhibit Enhanced Aging and Unique Transcriptional Activation","Srinivasan K, Friedman BA, Etxeberria A, Huntley MA, van der Brug MP, Foreman O, Paw JS, Modrusan Z, Beach TG, Serrano GE, Hansen DV.","Cell Rep. 2020 Jun 30;31(13):107843. doi: 10.1016/j.celrep.2020.107843.","Srinivasan K","Cell Rep","2020","2020/07/02","PMC7422733","NIHMS1608497","10.1016/j.celrep.2020.107843"
"38442267","Cholesterol 25-hydroxylase mediates neuroinflammation and neurodegeneration in a mouse model of tauopathy","Toral-Rios D, Long JM, Ulrich JD, Yu J, Strickland MR, Han X, Holtzman DM, Cashikar AG, Paul SM.","J Exp Med. 2024 Apr 1;221(4):e20232000. doi: 10.1084/jem.20232000. Epub 2024 Mar 1.","Toral-Rios D","J Exp Med","2024","2024/03/05","PMC10908359","","10.1084/jem.20232000"
"37085492","Single-nucleus RNA-sequencing of autosomal dominant Alzheimer disease and risk variant carriers","Brase L, You SF, D'Oliveira Albanus R, Del-Aguila JL, Dai Y, Novotny BC, Soriano-Tarraga C, Dykstra T, Fernandez MV, Budde JP, Bergmann K, Morris JC, Bateman RJ, Perrin RJ, McDade E, Xiong C, Goate AM, Farlow M; Dominantly Inherited Alzheimer Network (DIAN); Sutherland GT, Kipnis J, Karch CM, Benitez BA, Harari O.","Nat Commun. 2023 Apr 21;14(1):2314. doi: 10.1038/s41467-023-37437-5.","Brase L","Nat Commun","2023","2023/04/21","PMC10121712","","10.1038/s41467-023-37437-5"
"37735198","Functional characterization of Alzheimer's disease genetic variants in microglia","Yang X, Wen J, Yang H, Jones IR, Zhu X, Liu W, Li B, Clelland CD, Luo W, Wong MY, Ren X, Cui X, Song M, Liu H, Chen C, Eng N, Ravichandran M, Sun Y, Lee D, Van Buren E, Jiang MZ, Chan CSY, Ye CJ, Perera RM, Gan L, Li Y, Shen Y.","Nat Genet. 2023 Oct;55(10):1735-1744. doi: 10.1038/s41588-023-01506-8. Epub 2023 Sep 21.","Yang X","Nat Genet","2023","2023/09/21","PMC10939305","NIHMS1967938","10.1038/s41588-023-01506-8"
"39147742","C5aR1 antagonism suppresses inflammatory glial responses and alters cellular signaling in an Alzheimer's disease mouse model","Schartz ND, Liang HY, Carvalho K, Chu SH, Mendoza-Arvilla A, Petrisko TJ, Gomez-Arboledas A, Mortazavi A, Tenner AJ.","Nat Commun. 2024 Aug 15;15(1):7028. doi: 10.1038/s41467-024-51163-6.","Schartz ND","Nat Commun","2024","2024/08/15","PMC11327341","","10.1038/s41467-024-51163-6"
"37115208","Defects in lysosomal function and lipid metabolism in human microglia harboring a TREM2 loss of function mutation","Filipello F, You SF, Mirfakhar FS, Mahali S, Bollman B, Acquarone M, Korvatska O, Marsh JA, Sivaraman A, Martinez R, Cantoni C, De Feo L, Ghezzi L, Minaya MA, Renganathan A, Cashikar AG, Satoh JI, Beatty W, Iyer AK, Cella M, Raskind WH, Piccio L, Karch CM.","Acta Neuropathol. 2023 Jun;145(6):749-772. doi: 10.1007/s00401-023-02568-y. Epub 2023 Apr 28.","Filipello F","Acta Neuropathol","2023","2023/04/28","PMC10175346","","10.1007/s00401-023-02568-y"
"40050704","Microglial mechanisms drive amyloid-β clearance in immunized patients with Alzheimer's disease","van Olst L, Simonton B, Edwards AJ, Forsyth AV, Boles J, Jamshidi P, Watson T, Shepard N, Krainc T, Argue BM, Zhang Z, Kuruvilla J, Camp L, Li M, Xu H, Norman JL, Cahan J, Vassar R, Chen J, Castellani RJ, Nicoll JA, Boche D, Gate D.","Nat Med. 2025 May;31(5):1604-1616. doi: 10.1038/s41591-025-03574-1. Epub 2025 Mar 6.","van Olst L","Nat Med","2025","2025/03/06","PMC12092304","NIHMS2066263","10.1038/s41591-025-03574-1"
"35648810","Reversal of synapse loss in Alzheimer mouse models by targeting mGluR5 to prevent synaptic tagging by C1Q","Spurrier J, Nicholson L, Fang XT, Stoner AJ, Toyonaga T, Holden D, Siegert TR, Laird W, Allnutt MA, Chiasseu M, Brody AH, Takahashi H, Nies SH, Pérez-Cañamás A, Sadasivam P, Lee S, Li S, Zhang L, Huang YH, Carson RE, Cai Z, Strittmatter SM.","Sci Transl Med. 2022 Jun;14(647):eabi8593. doi: 10.1126/scitranslmed.abi8593. Epub 2022 Jun 1.","Spurrier J","Sci Transl Med","2022","2022/06/01","PMC9554345","NIHMS1839242","10.1126/scitranslmed.abi8593"
"36914812","The gut microbiome modulates the transformation of microglial subtypes","Huang Y, Wu J, Zhang H, Li Y, Wen L, Tan X, Cheng K, Liu Y, Pu J, Liu L, Wang H, Li W, Perry SW, Wong ML, Licinio J, Zheng P, Xie P.","Mol Psychiatry. 2023 Apr;28(4):1611-1621. doi: 10.1038/s41380-023-02017-y. Epub 2023 Mar 13.","Huang Y","Mol Psychiatry","2023","2023/03/14","PMC10208978","","10.1038/s41380-023-02017-y"
"35247551","Co-expression patterns of microglia markers Iba1, TMEM119 and P2RY12 in Alzheimer's disease","Kenkhuis B, Somarakis A, Kleindouwel LRT, van Roon-Mom WMC, Höllt T, van der Weerd L.","Neurobiol Dis. 2022 Jun 1;167:105684. doi: 10.1016/j.nbd.2022.105684. Epub 2022 Mar 2.","Kenkhuis B","Neurobiol Dis","2022","2022/03/05","","","10.1016/j.nbd.2022.105684"
"37291385","Defining blood-induced microglia functions in neurodegeneration through multiomic profiling","Mendiola AS, Yan Z, Dixit K, Johnson JR, Bouhaddou M, Meyer-Franke A, Shin MG, Yong Y, Agrawal A, MacDonald E, Muthukumar G, Pearce C, Arun N, Cabriga B, Meza-Acevedo R, Alzamora MDPS, Zamvil SS, Pico AR, Ryu JK, Krogan NJ, Akassoglou K.","Nat Immunol. 2023 Jul;24(7):1173-1187. doi: 10.1038/s41590-023-01522-0. Epub 2023 Jun 8.","Mendiola AS","Nat Immunol","2023","2023/06/08","PMC10307624","","10.1038/s41590-023-01522-0"
"38695952","Characterisation of premature cell senescence in Alzheimer's disease using single nuclear transcriptomics","Fancy NN, Smith AM, Caramello A, Tsartsalis S, Davey K, Muirhead RCJ, McGarry A, Jenkyns MH, Schneegans E, Chau V, Thomas M, Boulger S, Cheung TKD, Adair E, Papageorgopoulou M, Willumsen N, Khozoie C, Gomez-Nicola D, Jackson JS, Matthews PM.","Acta Neuropathol. 2024 May 2;147(1):78. doi: 10.1007/s00401-024-02727-9.","Fancy NN","Acta Neuropathol","2024","2024/05/02","PMC11065703","","10.1007/s00401-024-02727-9"
"37642942","A novel molecular class that recruits HDAC/MECP2 complexes to PU.1 motifs reduces neuroinflammation","Ralvenius WT, Mungenast AE, Woolf H, Huston MM, Gillingham TZ, Godin SK, Penney J, Cam HP, Gao F, Fernandez CG, Czako B, Lightfoot Y, Ray WJ, Beckmann A, Goate AM, Marcora E, Romero-Molina C, Ayata P, Schaefer A, Gjoneska E, Tsai LH.","J Exp Med. 2023 Nov 6;220(11):e20222105. doi: 10.1084/jem.20222105. Epub 2023 Aug 29.","Ralvenius WT","J Exp Med","2023","2023/08/29","PMC10465325","","10.1084/jem.20222105"
"40110679","Metabolic stress and age drive inflammation and cognitive decline in mice and humans","Elzinga SE, Guo K, Turfah A, Henn RE, Webber-Davis IF, Hayes JM, Pacut CM, Teener SJ, Carter AD, Rigan DM, Allouch AM, Jang DG, Parent R, Glass E, Murphy GG, Lentz SI, Chen KS, Zhao L, Hur J, Feldman EL.","Alzheimers Dement. 2025 Mar;21(3):e70060. doi: 10.1002/alz.70060.","Elzinga SE","Alzheimers Dement","2025","2025/03/20","PMC11923576","","10.1002/alz.70060"
"40659845","Response of spatially defined microglia states with distinct chromatin accessibility in a mouse model of Alzheimer's disease","Ardura-Fabregat A, Bosch LFP, Wogram E, Mossad O, Sankowski R, Aktories P, Kieger L, Cook J, Hasavci D, Ulupinar H, Brock D, Wang F, Iovino N, Wald S, Preissl S, Yilmaz B, Schnepf D, Macpherson AJ, Blank T, Kierdorf K, Prinz M.","Nat Neurosci. 2025 Aug;28(8):1688-1703. doi: 10.1038/s41593-025-02006-0. Epub 2025 Jul 14.","Ardura-Fabregat A","Nat Neurosci","2025","2025/07/14","PMC12321583","","10.1038/s41593-025-02006-0"
"40609533","TET2-mutant myeloid cells mitigate Alzheimer's disease progression via CNS infiltration and enhanced phagocytosis in mice","Matatall KA, Wathan TK, Nguyen M, Chen H, McDonald A, Qi G, Belk JA, Florez MA, Le DT, Olarinde T, Vlasschaert C, Buttigieg MM, Fan CW, Carcamo S, Cao R, Kennedy DE 2nd, Maknojia AA, Thatavarty A, Fernandez Sanchez JV, Bouzid H, Veeraragavan S, Crocker S, Goodell MA, Rodriguez A, Jaiswal S, Rauh MJ, Papapetrou EP, Marro SG, King KY.","Cell Stem Cell. 2025 Aug 7;32(8):1285-1298.e8. doi: 10.1016/j.stem.2025.06.006. Epub 2025 Jul 2.","Matatall KA","Cell Stem Cell","2025","2025/07/03","PMC12233156","NIHMS2089355","10.1016/j.stem.2025.06.006"
"36827281","Single-cell RNA sequencing analysis of human Alzheimer's disease brain samples reveals neuronal and glial specific cells differential expression","Soreq L, Bird H, Mohamed W, Hardy J.","PLoS One. 2023 Feb 24;18(2):e0277630. doi: 10.1371/journal.pone.0277630. eCollection 2023.","Soreq L","PLoS One","2023","2023/02/24","PMC9955959","","10.1371/journal.pone.0277630"
"39820004","The Human Microglia Atlas (HuMicA) unravels changes in disease-associated microglia subsets across neurodegenerative conditions","Martins-Ferreira R, Calafell-Segura J, Leal B, Rodríguez-Ubreva J, Martínez-Saez E, Mereu E, Pinho E Costa P, Laguna A, Ballestar E.","Nat Commun. 2025 Jan 16;16(1):739. doi: 10.1038/s41467-025-56124-1.","Martins-Ferreira R","Nat Commun","2025","2025/01/17","PMC11739505","","10.1038/s41467-025-56124-1"
"40713954","G-protein-coupled receptor ADGRG1 drives a protective microglial state in Alzheimer's disease through MYC activation","Zhu B, Wangzhou A, Yu D, Li T, Schmidt R, De Florencio SL, Chao L, Thurber AL, Zhou M, Msheik Z, Perez Y, Grinberg LT, Spina S, Ransohoff RM, Kriegstein AR, Seeley WW, Nowakowski T, Piao X.","Neuron. 2025 Oct 1;113(19):3224-3242.e7. doi: 10.1016/j.neuron.2025.06.020. Epub 2025 Jul 25.","Zhu B","Neuron","2025","2025/07/27","","","10.1016/j.neuron.2025.06.020"
"38819990","Microglia-astrocyte crosstalk in the amyloid plaque niche of an Alzheimer's disease mouse model, as revealed by spatial transcriptomics","Mallach A, Zielonka M, van Lieshout V, An Y, Khoo JH, Vanheusden M, Chen WT, Moechars D, Arancibia-Carcamo IL, Fiers M, De Strooper B.","Cell Rep. 2024 Jun 25;43(6):114216. doi: 10.1016/j.celrep.2024.114216. Epub 2024 May 30.","Mallach A","Cell Rep","2024","2024/05/31","","","10.1016/j.celrep.2024.114216"
"39945772","Loss of ATG7 in microglia impairs UPR, triggers ferroptosis, and weakens amyloid pathology control","Cai Z, Wang S, Cao S, Chen Y, Penati S, Peng V, Yuede CM, Beatty WL, Lin K, Zhu Y, Zhou Y, Colonna M.","J Exp Med. 2025 Apr 7;222(4):e20230173. doi: 10.1084/jem.20230173. Epub 2025 Feb 13.","Cai Z","J Exp Med","2025","2025/02/13","PMC11823820","","10.1084/jem.20230173"
"35706029","Microglial amyloid beta clearance is driven by PIEZO1 channels","Jäntti H, Sitnikova V, Ishchenko Y, Shakirzyanova A, Giudice L, Ugidos IF, Gómez-Budia M, Korvenlaita N, Ohtonen S, Belaya I, Fazaludeen F, Mikhailov N, Gotkiewicz M, Ketola K, Lehtonen Š, Koistinaho J, Kanninen KM, Hernández D, Pébay A, Giugno R, Korhonen P, Giniatullin R, Malm T.","J Neuroinflammation. 2022 Jun 15;19(1):147. doi: 10.1186/s12974-022-02486-y.","Jäntti H","J Neuroinflammation","2022","2022/06/15","PMC9199162","","10.1186/s12974-022-02486-y"
"39548583","Contribution of amyloid deposition from oligodendrocytes in a mouse model of Alzheimer's disease","Ishii A, Pathoulas JA, MoustafaFathy Omar O, Ge Y, Yao AY, Pantalena T, Singh N, Zhou J, He W, Murphy P, Yan R, Hu X.","Mol Neurodegener. 2024 Nov 16;19(1):83. doi: 10.1186/s13024-024-00759-z.","Ishii A","Mol Neurodegener","2024","2024/11/16","PMC11568619","","10.1186/s13024-024-00759-z"
"39500314","Microglia depletion reduces human neuronal APOE4-related pathologies in a chimeric Alzheimer's disease model","Rao A, Chen N, Kim MJ, Blumenfeld J, Yip O, Liang Z, Shostak D, Hao Y, Nelson MR, Koutsodendris N, Grone B, Ding L, Yoon SY, Arriola P, Zilberter M, Huang Y.","Cell Stem Cell. 2025 Jan 2;32(1):86-104.e7. doi: 10.1016/j.stem.2024.10.005. Epub 2024 Nov 4.","Rao A","Cell Stem Cell","2025","2024/11/05","PMC11701721","NIHMS2033472","10.1016/j.stem.2024.10.005"
"37988169","Galectin-3 aggravates microglial activation and tau transmission in tauopathy","Siew JJ, Chen HM, Chiu FL, Lee CW, Chang YM, Chen HL, Nguyen TNA, Liao HT, Liu M, Hagar HT, Sun YC, Lai HL, Kuo MH, Blum D, Buée L, Jin LW, Chen SY, Ko TM, Huang JR, Kuo HC, Liu FT, Chern Y.","J Clin Invest. 2024 Jan 16;134(2):e165523. doi: 10.1172/JCI165523.","Siew JJ","J Clin Invest","2024","2023/11/21","PMC10786694","","10.1172/JCI165523"
"39844286","APOE Christchurch enhances a disease-associated microglial response to plaque but suppresses response to tau pathology","Tran KM, Kwang NE, Butler CA, Gomez-Arboledas A, Kawauchi S, Mar C, Chao D, Barahona RA, Da Cunha C, Tsourmas KI, Shi Z, Wang S, Collins S, Walker A, Shi KX, Alcantara JA, Neumann J, Duong DM, Seyfried NT, Tenner AJ, LaFerla FM, Hohsfield LA, Swarup V, MacGregor GR, Green KN.","Mol Neurodegener. 2025 Jan 22;20(1):9. doi: 10.1186/s13024-024-00793-x.","Tran KM","Mol Neurodegener","2025","2025/01/23","PMC11752804","","10.1186/s13024-024-00793-x"
"31018141","The Major Risk Factors for Alzheimer's Disease: Age, Sex, and Genes Modulate the Microglia Response to Aβ Plaques","Sala Frigerio C, Wolfs L, Fattorelli N, Thrupp N, Voytyuk I, Schmidt I, Mancuso R, Chen WT, Woodbury ME, Srivastava G, Möller T, Hudry E, Das S, Saido T, Karran E, Hyman B, Perry VH, Fiers M, De Strooper B.","Cell Rep. 2019 Apr 23;27(4):1293-1306.e6. doi: 10.1016/j.celrep.2019.03.099.","Sala Frigerio C","Cell Rep","2019","2019/04/25","PMC7340153","NIHMS1596077","10.1016/j.celrep.2019.03.099"
"35690868","Novel App knock-in mouse model shows key features of amyloid pathology and reveals profound metabolic dysregulation of microglia","Xia D, Lianoglou S, Sandmann T, Calvert M, Suh JH, Thomsen E, Dugas J, Pizzo ME, DeVos SL, Earr TK, Lin CC, Davis S, Ha C, Leung AW, Nguyen H, Chau R, Yulyaningsih E, Lopez I, Solanoy H, Masoud ST, Liang CC, Lin K, Astarita G, Khoury N, Zuchero JY, Thorne RG, Shen K, Miller S, Palop JJ, Garceau D, Sasner M, Whitesell JD, Harris JA, Hummel S, Gnörich J, Wind K, Kunze L, Zatcepin A, Brendel M, Willem M, Haass C, Barnett D, Zimmer TS, Orr AG, Scearce-Levie K, Lewcock JW, Di Paolo G, Sanchez PE.","Mol Neurodegener. 2022 Jun 11;17(1):41. doi: 10.1186/s13024-022-00547-7.","Xia D","Mol Neurodegener","2022","2022/06/11","PMC9188195","","10.1186/s13024-022-00547-7"
"38539015","Xenografted human microglia display diverse transcriptomic states in response to Alzheimer's disease-related amyloid-β pathology","Mancuso R, Fattorelli N, Martinez-Muriana A, Davis E, Wolfs L, Van Den Daele J, Geric I, Premereur J, Polanco P, Bijnens B, Preman P, Serneels L, Poovathingal S, Balusu S, Verfaillie C, Fiers M, De Strooper B.","Nat Neurosci. 2024 May;27(5):886-900. doi: 10.1038/s41593-024-01600-y. Epub 2024 Mar 27.","Mancuso R","Nat Neurosci","2024","2024/03/28","PMC11089003","","10.1038/s41593-024-01600-y"
"37977120","The γ-secretase substrate proteome and its role in cell signaling regulation","Hou P, Zielonka M, Serneels L, Martinez-Muriana A, Fattorelli N, Wolfs L, Poovathingal S, T'Syen D, Balusu S, Theys T, Fiers M, Mancuso R, Howden AJM, De Strooper B.","Mol Cell. 2023 Nov 16;83(22):4106-4122.e10. doi: 10.1016/j.molcel.2023.10.029. Epub 2023 Nov 16.","Hou P","Mol Cell","2023","2023/11/17","","","10.1016/j.molcel.2023.10.029"
"39499013","Extracellular vesicles from human-induced pluripotent stem cell-derived neural stem cells alleviate proinflammatory cascades within disease-associated microglia in Alzheimer's disease","Madhu LN, Kodali M, Upadhya R, Rao S, Somayaji Y, Attaluri S, Shuai B, Kirmani M, Gupta S, Maness N, Rao X, Cai JJ, Shetty AK.","J Extracell Vesicles. 2024 Nov;13(11):e12519. doi: 10.1002/jev2.12519.","Madhu LN","J Extracell Vesicles","2024","2024/11/05","PMC11536387","","10.1002/jev2.12519"
"34301296","Plaque-associated human microglia accumulate lipid droplets in a chimeric model of Alzheimer's disease","Claes C, Danhash EP, Hasselmann J, Chadarevian JP, Shabestari SK, England WE, Lim TE, Hidalgo JLS, Spitale RC, Davtyan H, Blurton-Jones M.","Mol Neurodegener. 2021 Jul 23;16(1):50. doi: 10.1186/s13024-021-00473-0.","Claes C","Mol Neurodegener","2021","2021/07/24","PMC8305935","","10.1186/s13024-021-00473-0"
"39294270","Transcriptional profiling in microglia across physiological and pathological states identifies a transcriptional module associated with neurodegeneration","Guvenek A, Parikshak N, Zamolodchikov D, Gelfman S, Moscati A, Dobbyn L, Stahl E, Shuldiner A, Coppola G.","Commun Biol. 2024 Sep 18;7(1):1168. doi: 10.1038/s42003-024-06684-7.","Guvenek A","Commun Biol","2024","2024/09/18","PMC11411103","","10.1038/s42003-024-06684-7"
"39604588","Elevated expression of the retrotransposon LINE-1 drives Alzheimer's disease-associated microglial dysfunction","Roy N, Haq I, Ngo JC, Bennett DA, Teich AF, De Jager PL, Olah M, Sher F.","Acta Neuropathol. 2024 Nov 27;148(1):75. doi: 10.1007/s00401-024-02835-6.","Roy N","Acta Neuropathol","2024","2024/11/28","PMC11602836","","10.1007/s00401-024-02835-6"
"38781333","Brain cell-type shifts in Alzheimer's disease, autism, and schizophrenia interrogated using methylomics and genetics","Yap CX, Vo DD, Heffel MG, Bhattacharya A, Wen C, Yang Y, Kemper KE, Zeng J, Zheng Z, Zhu Z, Hannon E, Vellame DS, Franklin A, Caggiano C, Wamsley B, Geschwind DH, Zaitlen N, Gusev A, Pasaniuc B, Mill J, Luo C, Gandal MJ.","Sci Adv. 2024 May 24;10(21):eadn7655. doi: 10.1126/sciadv.adn7655. Epub 2024 May 23.","Yap CX","Sci Adv","2024","2024/05/23","PMC11114225","","10.1126/sciadv.adn7655"
"38184014","Alterations in Alzheimer's disease microglia transcriptome might be involved in bone pathophysiology","Gharpure M, Vyavahare S, Ahluwalia P, Gupta SK, Lee TJ, Lohakare J, Kolhe R, Lei Y, Deak F, Lu XY, Isales CM, Fulzele S.","Neurobiol Dis. 2024 Feb;191:106404. doi: 10.1016/j.nbd.2024.106404. Epub 2024 Jan 4.","Gharpure M","Neurobiol Dis","2024","2024/01/06","","","10.1016/j.nbd.2024.106404"
"40387894","Proliferating Microglia Exhibit Unique Transcriptional and Functional Alterations in Alzheimer's Disease","Villacampa N, Sarlus H, Martorell P, Bhalla K, Castro-Gomez S, Vieira-Saecker A, Slutzkin I, Händler K, Venegas C, McManus R, Ulas T, Beyer M, Segal E, Heneka MT.","ASN Neuro. 2025;17(1):2506406. doi: 10.1080/17590914.2025.2506406. Epub 2025 May 19.","Villacampa N","ASN Neuro","2025","2025/05/19","PMC12140498","","10.1080/17590914.2025.2506406"
"37561625","Rescue of Alzheimer's disease phenotype in a mouse model by transplantation of wild-type hematopoietic stem and progenitor cells","Mishra P, Silva A, Sharma J, Nguyen J, Pizzo DP, Hinz D, Sahoo D, Cherqui S.","Cell Rep. 2023 Aug 29;42(8):112956. doi: 10.1016/j.celrep.2023.112956. Epub 2023 Aug 8.","Mishra P","Cell Rep","2023","2023/08/10","PMC10617121","NIHMS1938456","10.1016/j.celrep.2023.112956"
"38365833","Advanced patient-specific microglia cell models for pre-clinical studies in Alzheimer's disease","Cuní-López C, Stewart R, Oikari LE, Nguyen TH, Roberts TL, Sun Y, Guo CC, Lupton MK, White AR, Quek H.","J Neuroinflammation. 2024 Feb 15;21(1):50. doi: 10.1186/s12974-024-03037-3.","Cuní-López C","J Neuroinflammation","2024","2024/02/16","PMC10870454","","10.1186/s12974-024-03037-3"
"37716378","P2X(7)R influences tau aggregate burden in human tauopathies and shows distinct signalling in microglia and astrocytes","Beltran-Lobo P, Hughes MM, Troakes C, Croft CL, Rupawala H, Jutzi D, Ruepp MD, Jimenez-Sanchez M, Perkinton MS, Kassiou M, Golde TE, Hanger DP, Verkhratsky A, Perez-Nievas BG, Noble W.","Brain Behav Immun. 2023 Nov;114:414-429. doi: 10.1016/j.bbi.2023.09.011. Epub 2023 Sep 15.","Beltran-Lobo P","Brain Behav Immun","2023","2023/09/16","PMC10896738","","10.1016/j.bbi.2023.09.011"
"36076283","Regulating microglial miR-155 transcriptional phenotype alleviates Alzheimer's-induced retinal vasculopathy by limiting Clec7a/Galectin-3(+) neurodegenerative microglia","Shi H, Yin Z, Koronyo Y, Fuchs DT, Sheyn J, Davis MR, Wilson JW, Margeta MA, Pitts KM, Herron S, Ikezu S, Ikezu T, Graham SL, Gupta VK, Black KL, Mirzaei M, Butovsky O, Koronyo-Hamaoui M.","Acta Neuropathol Commun. 2022 Sep 8;10(1):136. doi: 10.1186/s40478-022-01439-z.","Shi H","Acta Neuropathol Commun","2022","2022/09/08","PMC9461176","","10.1186/s40478-022-01439-z"
"37727065","Associations of cortical SPP1 and ITGAX with cognition and common neuropathologies in older adults","Lopes KP, Yu L, Shen X, Qiu Y, Tasaki S, Iatrou A, Beeri MS, Seyfried NT, Menon V, Wang Y, Schneider JA, Cantor H, Bennett DA.","Alzheimers Dement. 2024 Jan;20(1):525-537. doi: 10.1002/alz.13474. Epub 2023 Sep 19.","Lopes KP","Alzheimers Dement","2024","2023/09/20","PMC10841499","NIHMS1936644","10.1002/alz.13474"
"39453382","Neuronal cathepsin S increases neuroinflammation and causes cognitive decline via CX3CL1-CX3CR1 axis and JAK2-STAT3 pathway in aging and Alzheimer's disease","Liu PP, Liu XH, Ren MJ, Liu XT, Shi XQ, Li ML, Li SA, Yang Y, Wang DD, Wu Y, Yin FX, Guo YH, Yang RZ, Cheng M, Xin YJ, Kang JS, Huang B, Ren KD.","Aging Cell. 2025 Feb;24(2):e14393. doi: 10.1111/acel.14393. Epub 2024 Oct 25.","Liu PP","Aging Cell","2025","2024/10/25","PMC11822647","","10.1111/acel.14393"
"40774247","Reconstructed cell-type-specific rhythms in human brain link Alzheimer's pathology, circadian stress, and ribosomal disruption","Hollis HC, Sharma A, Sheehan PW, Maggi LB Jr, Weber JD, Hammarlund JA, Bennett DA, Menon V, Musiek ES, Anafi RC.","Neuron. 2025 Sep 3;113(17):2822-2838.e7. doi: 10.1016/j.neuron.2025.07.010. Epub 2025 Aug 6.","Hollis HC","Neuron","2025","2025/08/07","PMC12352436","NIHMS2097957","10.1016/j.neuron.2025.07.010"
"38347225","Functional BRI2-TREM2 interactions in microglia: implications for Alzheimer's and related dementias","Yin T, Yesiltepe M, D'Adamio L.","EMBO Rep. 2024 Mar;25(3):1326-1360. doi: 10.1038/s44319-024-00077-x. Epub 2024 Feb 12.","Yin T","EMBO Rep","2024","2024/02/12","PMC10933458","","10.1038/s44319-024-00077-x"
"39876820","Regional brain iron correlates with transcriptional and cellular signatures in Alzheimer's disease","Yang A, Luan J, Xu M, Du L, Lv K, Hu P, Shu N, Yuan Z, Shmuel A, Ma G.","Alzheimers Dement. 2025 Jan;21(1):e14459. doi: 10.1002/alz.14459.","Yang A","Alzheimers Dement","2025","2025/01/29","PMC11775454","","10.1002/alz.14459"
