PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29417149","Association of DSM-5 Betel-Quid Use Disorder With Oral Potentially Malignant Disorder in 6 Betel-Quid Endemic Asian Populations","Lee CH, Ko AM, Yang FM, Hung CC, Warnakulasuriya S, Ibrahim SO, Zain RB, Ko YC.","JAMA Psychiatry. 2018 Mar 1;75(3):261-269. doi: 10.1001/jamapsychiatry.2017.4307.","Lee CH","JAMA Psychiatry","2018","2018/02/09","PMC5885949","","10.1001/jamapsychiatry.2017.4307"
"33738889","Brief Report: The Impact of COVID-19 on Emergency Department Overdose Diagnoses and County Overdose Deaths","Shreffler J, Shoff H, Thomas JJ, Huecker M.","Am J Addict. 2021 Jul;30(4):330-333. doi: 10.1111/ajad.13148. Epub 2021 Mar 19.","Shreffler J","Am J Addict","2021","2021/03/19","PMC8250732","","10.1111/ajad.13148"
"27771536","Internalizing symptoms and conduct problems: Redundant, incremental, or interactive risk factors for adolescent substance use during the first year of high school?","Khoddam R, Jackson NJ, Leventhal AM.","Drug Alcohol Depend. 2016 Dec 1;169:48-55. doi: 10.1016/j.drugalcdep.2016.10.007. Epub 2016 Oct 17.","Khoddam R","Drug Alcohol Depend","2016","2016/11/07","PMC5140846","NIHMS823920","10.1016/j.drugalcdep.2016.10.007"
"28117061","Development of Alcohol and Drug Use in Youth With Manic Symptoms","Horwitz SM, Storfer-Isser A, Young AS, Youngstrom EA, Taylor HG, Frazier TW, Arnold LE, Fristad MA, Birmaher B, Findling RL.","J Am Acad Child Adolesc Psychiatry. 2017 Feb;56(2):149-156. doi: 10.1016/j.jaac.2016.11.004. Epub 2016 Nov 25.","Horwitz SM","J Am Acad Child Adolesc Psychiatry","2017","2017/01/25","PMC5302842","NIHMS832404","10.1016/j.jaac.2016.11.004"
"29455341","Do Callous-Unemotional Traits and Conduct Disorder Symptoms Predict the Onset and Development of Adolescent Substance Use?","Anderson SL, Zheng Y, McMahon RJ.","Child Psychiatry Hum Dev. 2018 Oct;49(5):688-698. doi: 10.1007/s10578-018-0789-5.","Anderson SL","Child Psychiatry Hum Dev","2018","2018/02/19","PMC6097951","NIHMS978651","10.1007/s10578-018-0789-5"
"28097813","Drug addictions: new insight into causes, comorbidity and potential treatments","Holmes A.","Genes Brain Behav. 2017 Jan;16(1):5-7. doi: 10.1111/gbb.12359.","Holmes A","Genes Brain Behav","2017","2017/01/19","","","10.1111/gbb.12359"
"28806639","A developmental etiological model for drug abuse in men","Kendler KS, Ohlsson H, Edwards AC, Sundquist J, Sundquist K.","Drug Alcohol Depend. 2017 Oct 1;179:220-228. doi: 10.1016/j.drugalcdep.2017.06.036. Epub 2017 Jul 29.","Kendler KS","Drug Alcohol Depend","2017","2017/08/15","PMC5623952","NIHMS900241","10.1016/j.drugalcdep.2017.06.036"
"22414236","Negative life events and substance use moderate cognitive behavioral adolescent depression prevention intervention","Gau JM, Stice E, Rohde P, Seeley JR.","Cogn Behav Ther. 2012;41(3):241-50. doi: 10.1080/16506073.2011.649781. Epub 2012 Mar 13.","Gau JM","Cogn Behav Ther","2012","2012/03/15","PMC3577375","NIHMS441497","10.1080/16506073.2011.649781"
"33750497","Prevalence of psychiatric disorders for Indigenous Australians: a population-based birth cohort study","Ogilvie JM, Tzoumakis S, Allard T, Thompson C, Kisely S, Stewart A.","Epidemiol Psychiatr Sci. 2021 Mar 10;30:e21. doi: 10.1017/S204579602100010X.","Ogilvie JM","Epidemiol Psychiatr Sci","2021","2021/03/22","PMC8061141","","10.1017/S204579602100010X"
"23728091","[Education of pharmacists to enable a connection between physicians and persons unaware of their mental illness]","Kawamura K.","Yakugaku Zasshi. 2013;133(6):631-43. doi: 10.1248/yakushi.13-00056-3.","Kawamura K","Yakugaku Zasshi","2013","2013/06/04","","","10.1248/yakushi.13-00056-3"
"28847452","Monetary conversion factors for economic evaluations of substance use disorders","McCollister K, Yang X, Sayed B, French MT, Leff JA, Schackman BR.","J Subst Abuse Treat. 2017 Oct;81:25-34. doi: 10.1016/j.jsat.2017.07.008. Epub 2017 Jul 18.","McCollister K","J Subst Abuse Treat","2017","2017/08/30","PMC5654317","NIHMS897232","10.1016/j.jsat.2017.07.008"
"27450920","Neurobiological findings related to Internet use disorders","Park B, Han DH, Roh S.","Psychiatry Clin Neurosci. 2017 Jul;71(7):467-478. doi: 10.1111/pcn.12422. Epub 2016 Sep 13.","Park B","Psychiatry Clin Neurosci","2017","2016/07/25","","","10.1111/pcn.12422"
"24188170","The effects of social contact on drug use: behavioral mechanisms controlling drug intake","Strickland JC, Smith MA.","Exp Clin Psychopharmacol. 2014 Feb;22(1):23-34. doi: 10.1037/a0034669. Epub 2013 Nov 4.","Strickland JC","Exp Clin Psychopharmacol","2014","2013/11/06","PMC3926100","NIHMS550668","10.1037/a0034669"
"38039554","Exploring trends in benzodiazepine-positive fatal drug overdoses in Tennessee, 2019-2021","Moses J, Korona-Bailey J, Mukhopadhyay S.","Ann Med. 2023;55(2):2287194. doi: 10.1080/07853890.2023.2287194. Epub 2023 Dec 1.","Moses J","Ann Med","2023","2023/12/01","PMC10836290","","10.1080/07853890.2023.2287194"
"27196918","Prevalence and Factors Associated with Substance Use and Misuse among Kosovar Adolescents; Cross Sectional Study of Scholastic, Familial-, and Sports-Related Factors of Influence","Tahiraj E, Cubela M, Ostojic L, Rodek J, Zenic N, Sekulic D, Lesnik B.","Int J Environ Res Public Health. 2016 May 16;13(5):502. doi: 10.3390/ijerph13050502.","Tahiraj E","Int J Environ Res Public Health","2016","2016/05/20","PMC4881127","","10.3390/ijerph13050502"
"26839322","Cannabis craving in response to laboratory-induced social stress among racially diverse cannabis users: The impact of social anxiety disorder","Buckner JD, Zvolensky MJ, Ecker AH, Jeffries ER.","J Psychopharmacol. 2016 Apr;30(4):363-9. doi: 10.1177/0269881116629115. Epub 2016 Feb 2.","Buckner JD","J Psychopharmacol","2016","2016/02/04","PMC5147424","NIHMS830248","10.1177/0269881116629115"
"24405505","Clinical features of patients with designer-drug-related disorder in Japan: a comparison with patients with methamphetamine- and hypnotic/anxiolytic-related disorders","Matsumoto T, Tachimori H, Tanibuchi Y, Takano A, Wada K.","Psychiatry Clin Neurosci. 2014 May;68(5):374-82. doi: 10.1111/pcn.12140. Epub 2014 Jan 9.","Matsumoto T","Psychiatry Clin Neurosci","2014","2014/01/11","","","10.1111/pcn.12140"
"28493732","Psychological flexibility mitigates effects of PTSD symptoms and negative urgency on aggressive behavior in trauma-exposed veterans","Dutra SJ, Sadeh N.","Personal Disord. 2018 Jul;9(4):315-323. doi: 10.1037/per0000251. Epub 2017 May 11.","Dutra SJ","Personal Disord","2018","2017/05/12","","","10.1037/per0000251"
"24534337","Terrorism, civil war and related violence and substance use disorder morbidity and mortality: a global analysis","Kerridge BT, Khan MR, Rehm J, Sapkota A.","J Epidemiol Glob Health. 2014 Mar;4(1):61-72. doi: 10.1016/j.jegh.2013.10.003. Epub 2013 Dec 14.","Kerridge BT","J Epidemiol Glob Health","2014","2014/02/19","PMC7320406","","10.1016/j.jegh.2013.10.003"
"24866967","Predicting early positive change in multisystemic therapy with youth exhibiting antisocial behaviors","Tiernan K, Foster SL, Cunningham PB, Brennan P, Whitmore E.","Psychotherapy (Chic). 2015 Mar;52(1):93-102. doi: 10.1037/a0035975. Epub 2014 May 26.","Tiernan K","Psychotherapy (Chic)","2015","2014/05/29","PMC4845646","NIHMS773561","10.1037/a0035975"
"26772405","Addictions Neuroclinical Assessment: A Neuroscience-Based Framework for Addictive Disorders","Kwako LE, Momenan R, Litten RZ, Koob GF, Goldman D.","Biol Psychiatry. 2016 Aug 1;80(3):179-89. doi: 10.1016/j.biopsych.2015.10.024. Epub 2015 Nov 17.","Kwako LE","Biol Psychiatry","2016","2016/01/17","PMC4870153","NIHMS739326","10.1016/j.biopsych.2015.10.024"
"24588403","Mediated and moderated effects of neurocognitive impairment on outcomes of treatment for substance dependence and major depression","Worley MJ, Tate SR, Granholm E, Brown SA.","J Consult Clin Psychol. 2014 Jun;82(3):418-28. doi: 10.1037/a0036033. Epub 2014 Mar 3.","Worley MJ","J Consult Clin Psychol","2014","2014/03/05","PMC4651969","NIHMS715440","10.1037/a0036033"
"36448959","The therapeutic effect of N-acetylcysteine as an add-on to methadone maintenance therapy medication in outpatients with substance use disorders: A randomized, double-blind, placebo-controlled clinical trial","Padoei F, Mamsharifi P, Hazegh P, Boroumand H, Ostadmohammady F, Abbaszadeh-Mashkani S, Banafshe HR, Matini AH, Ghaderi A, Dehkohneh SG.","Brain Behav. 2023 Jan;13(1):e2823. doi: 10.1002/brb3.2823. Epub 2022 Nov 30.","Padoei F","Brain Behav","2023","2022/11/30","PMC9847617","","10.1002/brb3.2823"
"24933396","Risk pathways among traumatic stress, posttraumatic stress disorder symptoms, and alcohol and drug problems: a test of four hypotheses","Haller M, Chassin L.","Psychol Addict Behav. 2014 Sep;28(3):841-51. doi: 10.1037/a0035878. Epub 2014 Jun 16.","Haller M","Psychol Addict Behav","2014","2014/06/17","PMC4165657","NIHMS606134","10.1037/a0035878"
"23728427","Service use and barriers to mental health care among adults with major depression and comorbid substance dependence","Chen LY, Crum RM, Martins SS, Kaufmann CN, Strain EC, Mojtabai R.","Psychiatr Serv. 2013 Sep 1;64(9):863-70. doi: 10.1176/appi.ps.201200289.","Chen LY","Psychiatr Serv","2013","2013/06/04","PMC4049190","NIHMS578623","10.1176/appi.ps.201200289"
"30064320","Deep brain stimulation for the treatment of drug addiction","Wang TR, Moosa S, Dallapiazza RF, Elias WJ, Lynch WJ.","Neurosurg Focus. 2018 Aug;45(2):E11. doi: 10.3171/2018.5.FOCUS18163.","Wang TR","Neurosurg Focus","2018","2018/08/02","PMC6329833","NIHMS1000219","10.3171/2018.5.FOCUS18163"
"24583271","Correlates of nonmedical use of stimulants and methamphetamine use in a national sample","Chen LY, Strain EC, Alexandre PK, Alexander GC, Mojtabai R, Martins SS.","Addict Behav. 2014 May;39(5):829-36. doi: 10.1016/j.addbeh.2014.01.018. Epub 2014 Feb 12.","Chen LY","Addict Behav","2014","2014/03/04","PMC3995349","NIHMS567957","10.1016/j.addbeh.2014.01.018"
"28742837","Risk factors associated with posttraumatic stress disorder in US veterans: A cohort study","Müller J, Ganeshamoorthy S, Myers J.","PLoS One. 2017 Jul 25;12(7):e0181647. doi: 10.1371/journal.pone.0181647. eCollection 2017.","Müller J","PLoS One","2017","2017/07/26","PMC5526531","","10.1371/journal.pone.0181647"
"28288515","Measures of Physical and Mental Independence Among HIV-Positive Individuals: Impact of Substance Use Disorder","Christensen B, Qin Z, Byrd DA, Yu F, Morgello S, Gelman BB, Moore DJ, Grant I, Singer EJ, Fox HS, Baccaglini L.","AIDS Res Hum Retroviruses. 2017 Oct;33(10):1048-1055. doi: 10.1089/AID.2016.0269. Epub 2017 Apr 10.","Christensen B","AIDS Res Hum Retroviruses","2017","2017/03/15","PMC5650716","","10.1089/AID.2016.0269"
"32356496","High risk of non-alcoholic liver disease mortality in patients with chronic hepatitis C with illicit substance use disorder","Kåberg M, Larsson SB, Jerkeman A, Nystedt A, Duberg AS, Kövamees J, Ydreborg M, Aleman S, Büsch K, Alanko Blomé M, Weiland O, Söderholm J.","Scand J Gastroenterol. 2020 May;55(5):574-580. doi: 10.1080/00365521.2020.1754456. Epub 2020 May 1.","Kåberg M","Scand J Gastroenterol","2020","2020/05/02","","","10.1080/00365521.2020.1754456"
"23547648","[Early onset bipolar disorder: validation from admixture analyses and biomarkers]","Geoffroy PA, Etain B, Jamain S, Bellivier F, Leboyer M.","Can J Psychiatry. 2013 Apr;58(4):240-8. doi: 10.1177/070674371305800410.","Geoffroy PA","Can J Psychiatry","2013","2013/04/04","","","10.1177/070674371305800410"
"23337131","Using electronic health records data to assess comorbidities of substance use and psychiatric diagnoses and treatment settings among adults","Wu LT, Gersing KR, Swartz MS, Burchett B, Li TK, Blazer DG.","J Psychiatr Res. 2013 Apr;47(4):555-63. doi: 10.1016/j.jpsychires.2012.12.009. Epub 2013 Jan 19.","Wu LT","J Psychiatr Res","2013","2013/01/23","PMC3581730","NIHMS434585","10.1016/j.jpsychires.2012.12.009"
"24070643","Abuse and mental health concerns among HIV-infected Haitian women living in the United States","Glémaud M, Illa L, Echenique M, Bustamente-Avellaneda V, Gazabon S, Villar-Loubet O, Rodriguez A, Potter J, Messick B, Jayaweera DT, Boulanger C, Kolber MA.","J Assoc Nurses AIDS Care. 2014 Jan-Feb;25(1 Suppl):S62-9. doi: 10.1016/j.jana.2013.06.005. Epub 2013 Sep 24.","Glémaud M","J Assoc Nurses AIDS Care","2014","2013/09/28","PMC9295337","NIHMS1787215","10.1016/j.jana.2013.06.005"
"28169460","Alterations of the hematologic cells in synthetic cannabinoid users","Guzel D, Yazici AB, Yazici E, Erol A.","J Clin Lab Anal. 2017 Nov;31(6):e22131. doi: 10.1002/jcla.22131. Epub 2017 Feb 7.","Guzel D","J Clin Lab Anal","2017","2017/02/08","PMC6817267","","10.1002/jcla.22131"
"26595217","A random utility model of delay discounting and its application to people with externalizing psychopathology","Dai J, Gunn RL, Gerst KR, Busemeyer JR, Finn PR.","Psychol Assess. 2016 Oct;28(10):1198-1206. doi: 10.1037/pas0000248. Epub 2015 Nov 23.","Dai J","Psychol Assess","2016","2015/11/24","PMC4877297","NIHMS732785","10.1037/pas0000248"
"24368003","Health correlates of co-occurring substance use for women with HIV in cocaine use recovery","McCabe BE, Feaster DJ, Mitrani VB.","Addict Behav. 2014 Mar;39(3):725-8. doi: 10.1016/j.addbeh.2013.11.026. Epub 2013 Dec 3.","McCabe BE","Addict Behav","2014","2013/12/26","PMC3951331","NIHMS551744","10.1016/j.addbeh.2013.11.026"
"26415060","Associations among trauma, posttraumatic stress disorder, cannabis use, and cannabis use disorder in a nationally representative epidemiologic sample","Kevorkian S, Bonn-Miller MO, Belendiuk K, Carney DM, Roberson-Nay R, Berenz EC.","Psychol Addict Behav. 2015 Sep;29(3):633-8. doi: 10.1037/adb0000110.","Kevorkian S","Psychol Addict Behav","2015","2015/09/29","PMC4699174","NIHMS703978","10.1037/adb0000110"
"26725669","[Understanding and Responding to the New Wave of Substance Abuse: Law-evading Drugs and Prescription Drug Abuse]","Shimane T, Funada M.","Yakugaku Zasshi. 2016;136(1):63-4. doi: 10.1248/yakushi.15-00228-F.","Shimane T","Yakugaku Zasshi","2016","2016/01/05","","","10.1248/yakushi.15-00228-F"
"26249027","Correlates of smoking status among women experiencing intimate partner violence: Substance use, posttraumatic stress, and coping","Sullivan TP, Flanagan JC, Dudley DN, Holt LJ, Mazure CM, McKee SA.","Am J Addict. 2015 Sep;24(6):546-53. doi: 10.1111/ajad.12261. Epub 2015 Aug 6.","Sullivan TP","Am J Addict","2015","2015/08/08","PMC4600351","NIHMS726903","10.1111/ajad.12261"
"26531893","The Adolescent Substance Abuse Goal Commitment (ASAGC) Questionnaire: An Examination of Clinical Utility and Psychometric Properties","Kaminer Y, Ohannessian CM, McKay JR, Burke RH.","J Subst Abuse Treat. 2016 Feb;61:42-6. doi: 10.1016/j.jsat.2015.09.007. Epub 2015 Oct 8.","Kaminer Y","J Subst Abuse Treat","2016","2015/11/05","PMC4695291","NIHMS734964","10.1016/j.jsat.2015.09.007"
"26498173","Predictive Validity of a Cigarette Purchase Task in a Randomized Controlled Trial of Contingent Vouchers for Smoking in Individuals With Substance Use Disorders","Mackillop J, Murphy CM, Martin RA, Stojek M, Tidey JW, Colby SM, Rohsenow DJ.","Nicotine Tob Res. 2016 May;18(5):531-7. doi: 10.1093/ntr/ntv233. Epub 2015 Oct 24.","Mackillop J","Nicotine Tob Res","2016","2015/10/27","PMC5896828","","10.1093/ntr/ntv233"
"27447979","Anosognosia for Memory Impairment in Addiction: Insights from Neuroimaging and Neuropsychological Assessment of Metamemory","Le Berre AP, Sullivan EV.","Neuropsychol Rev. 2016 Dec;26(4):420-431. doi: 10.1007/s11065-016-9323-3. Epub 2016 Jul 22.","Le Berre AP","Neuropsychol Rev","2016","2016/07/23","PMC5112124","NIHMS805375","10.1007/s11065-016-9323-3"
"25111292","Mental health and substance use among bisexual youth and non-youth in Ontario, Canada","Ross LE, Bauer GR, MacLeod MA, Robinson M, MacKay J, Dobinson C.","PLoS One. 2014 Aug 11;9(8):e101604. doi: 10.1371/journal.pone.0101604. eCollection 2014.","Ross LE","PLoS One","2014","2014/08/12","PMC4128599","","10.1371/journal.pone.0101604"
"24382686","Comorbidity of severe psychotic disorders with measures of substance use","Hartz SM, Pato CN, Medeiros H, Cavazos-Rehg P, Sobell JL, Knowles JA, Bierut LJ, Pato MT; Genomic Psychiatry Cohort Consortium.","JAMA Psychiatry. 2014 Mar;71(3):248-54. doi: 10.1001/jamapsychiatry.2013.3726.","Hartz SM","JAMA Psychiatry","2014","2014/01/03","PMC4060740","NIHMS575086","10.1001/jamapsychiatry.2013.3726"
"33091843","Introduction to the special issue on the HEALing Communities Study","El-Bassel N, Jackson RD, Samet J, Walsh SL.","Drug Alcohol Depend. 2020 Dec 1;217:108327. doi: 10.1016/j.drugalcdep.2020.108327. Epub 2020 Oct 1.","El-Bassel N","Drug Alcohol Depend","2020","2020/10/22","PMC7528891","","10.1016/j.drugalcdep.2020.108327"
"33993717","Brief Screening Tool for Stepped-Care Management of Mental and Substance Use Disorders","Lovero KL, Basaraba C, Khan S, Suleman A, Mabunda D, Feliciano P, Dos Santos P, Fumo W, Mandlate F, Greene MC, Fiks Salem A, Mootz JJ, Mocumbi AO, Duarte CS, Gouveia L, Oquendo MA, Wall MM, Wainberg ML.","Psychiatr Serv. 2021 Aug 1;72(8):891-897. doi: 10.1176/appi.ps.202000504. Epub 2021 May 17.","Lovero KL","Psychiatr Serv","2021","2021/05/17","PMC8328865","NIHMS1673188","10.1176/appi.ps.202000504"
"23936196","Delta-9-tetrahydrocannabinol-induced dopamine release as a function of psychosis risk: 18F-fallypride positron emission tomography study","Kuepper R, Ceccarini J, Lataster J, van Os J, van Kroonenburgh M, van Gerven JM, Marcelis M, Van Laere K, Henquet C.","PLoS One. 2013 Jul 25;8(7):e70378. doi: 10.1371/journal.pone.0070378. Print 2013.","Kuepper R","PLoS One","2013","2013/08/13","PMC3723813","","10.1371/journal.pone.0070378"
"23580792","Systems level neuroplasticity in drug addiction","Feltenstein MW, See RE.","Cold Spring Harb Perspect Med. 2013 May 1;3(5):a011916. doi: 10.1101/cshperspect.a011916.","Feltenstein MW","Cold Spring Harb Perspect Med","2013","2013/04/13","PMC3633177","","10.1101/cshperspect.a011916"
"28079572","Concurrent Treatment of PTSD and Substance Use Disorders Using Prolonged Exposure (COPE): A Pilot Study in Alcohol-dependent Women","Persson A, Back SE, Killeen TK, Brady KT, Schwandt ML, Heilig M, Magnusson Å.","J Addict Med. 2017 Mar/Apr;11(2):119-125. doi: 10.1097/ADM.0000000000000286.","Persson A","J Addict Med","2017","2017/01/13","PMC6223130","NIHMS993469","10.1097/ADM.0000000000000286"
"25656425","Prevalence of Psychiatric and Substance Abuse Symptomatology Among HIV-Infected Gay and Bisexual Men in HIV Primary Care","O'Cleirigh C, Magidson JF, Skeer MR, Mayer KH, Safren SA.","Psychosomatics. 2015 Sep-Oct;56(5):470-8. doi: 10.1016/j.psym.2014.08.004. Epub 2014 Aug 23.","O'Cleirigh C","Psychosomatics","2015","2015/02/07","PMC4339664","NIHMS625881","10.1016/j.psym.2014.08.004"
"24557873","Beyond bricks and mortar: recent research on substance use disorder recovery management","Dennis ML, Scott CK, Laudet A.","Curr Psychiatry Rep. 2014 Apr;16(4):442. doi: 10.1007/s11920-014-0442-3.","Dennis ML","Curr Psychiatry Rep","2014","2014/02/22","PMC5715665","NIHMS922693","10.1007/s11920-014-0442-3"
"25402736","The association between relationship distress and psychopathology is consistent across racial and ethnic groups","McShall JR, Johnson MD.","J Abnorm Psychol. 2015 Feb;124(1):226-31. doi: 10.1037/a0038267. Epub 2014 Nov 17.","McShall JR","J Abnorm Psychol","2015","2014/11/18","PMC4333071","NIHMS643780","10.1037/a0038267"
"23399599","Factors associated with involuntary admissions among patients with substance use disorders and comorbidity: a cross-sectional study","Opsal A, Kristensen Ø, Larsen TK, Syversen G, Rudshaug EB, Gerdner A, Clausen T.","BMC Health Serv Res. 2013 Feb 12;13:57. doi: 10.1186/1472-6963-13-57.","Opsal A","BMC Health Serv Res","2013","2013/02/13","PMC3575229","","10.1186/1472-6963-13-57"
"28799407","Is the Assessment of Personality Comparable in Persons Who Have and Have Not Experienced Depressive, Anxiety, and Substance Use Disorders? An Examination of Measurement Invariance","Olino TM, Benini L, Icenogle G, Wilson S, Klein DN, Seeley JR, Lewinsohn PM.","Assessment. 2019 Jan;26(1):45-55. doi: 10.1177/1073191117725171. Epub 2017 Aug 11.","Olino TM","Assessment","2019","2017/08/12","PMC5794665","NIHMS905538","10.1177/1073191117725171"
"29185888","Conduct Disorder Symptoms and Illicit Drug Use in Juvenile Justice Involved Youth: The Reciprocal Relationship Between Positive Illicit Drug-Use Attitudes and Illicit Drug Use","Kolp HM, Hershberger AR, Sanders J, Um M, Aalsma M, Cyders MA.","Subst Use Misuse. 2018 Jul 3;53(8):1252-1259. doi: 10.1080/10826084.2017.1402058. Epub 2017 Nov 29.","Kolp HM","Subst Use Misuse","2018","2017/11/30","PMC5975096","NIHMS934142","10.1080/10826084.2017.1402058"
"24336423","Circumspectives: viewing a topic from multiple perspectives","Carlezon WA Jr.","Neuropsychopharmacology. 2014 Jan;39(2):253. doi: 10.1038/npp.2013.266.","Carlezon WA Jr","Neuropsychopharmacology","2014","2013/12/17","PMC3870781","","10.1038/npp.2013.266"
"33879270","Genetics of substance use disorders: a review","Deak JD, Johnson EC.","Psychol Med. 2021 Oct;51(13):2189-2200. doi: 10.1017/S0033291721000969. Epub 2021 Apr 21.","Deak JD","Psychol Med","2021","2021/04/21","PMC8477224","","10.1017/S0033291721000969"
"26991889","Baseline medical comorbidities in adults randomized in the STRIDE trial for psychostimulant use disorders","Dela Cruz AM, Carmody T, Greer TL, Rethorst CD, Warden D, Walker R, Trivedi MH.","Am J Addict. 2016 Apr;25(3):215-20. doi: 10.1111/ajad.12363. Epub 2016 Mar 15.","Dela Cruz AM","Am J Addict","2016","2016/03/19","PMC4818002","NIHMS769739","10.1111/ajad.12363"
"27187027","Psychiatric and substance use disorders in HIV/hepatitis C virus (HCV)-coinfected patients: does HCV clearance matter? [Agence Nationale de Recherche sur le SIDA et les Hépatites Virales (ANRS) HEPAVIH CO13 cohort]","Michel L, Lions C, Winnock M, Lang JP, Loko MA, Rosenthal E, Marchou B, Valantin MA, Morlat P, Roux P, Sogni P, Spire B, Poizot-Martin I, Lacombe K, Lascoux-Combe C, Duvivier C, Neau D, Dabis F, Salmon-Ceron D, Carrieri MP; ANRS HEPAVIH CO13 study group.","HIV Med. 2016 Nov;17(10):758-765. doi: 10.1111/hiv.12382.","Michel L","HIV Med","2016","2016/05/18","","","10.1111/hiv.12382"
"34016296","Nicotine and cannabis vaping among adolescents in treatment for substance use disorders","Young-Wolff KC, Adams SR, Sterling SA, Tan ASL, Salloum RG, Torre K, Carter-Harris L, Prochaska JJ.","J Subst Abuse Treat. 2021 Jun;125:108304. doi: 10.1016/j.jsat.2021.108304. Epub 2021 Jan 27.","Young-Wolff KC","J Subst Abuse Treat","2021","2021/05/21","PMC8140195","NIHMS1667166","10.1016/j.jsat.2021.108304"
"28623859","Self-reported cognitive scales in a US National Survey: reliability, validity, and preliminary evidence for associations with alcohol and drug use","Aharonovich E, Shmulewitz D, Wall MM, Grant BF, Hasin DS.","Addiction. 2017 Dec;112(12):2132-2143. doi: 10.1111/add.13911. Epub 2017 Jul 31.","Aharonovich E","Addiction","2017","2017/06/18","PMC5673586","NIHMS885945","10.1111/add.13911"
"24055956","Mental health and substance use disparities among urban adolescent lesbian and bisexual girls","Marshal MP, Dermody SS, Shultz ML, Sucato GS, Stepp SD, Chung T, Burton CM, Markovic N, Hipwell AE.","J Am Psychiatr Nurses Assoc. 2013 Sep-Oct;19(5):271-9. doi: 10.1177/1078390313503552. Epub 2013 Sep 20.","Marshal MP","J Am Psychiatr Nurses Assoc","2013","2013/09/24","PMC4465355","NIHMS695560","10.1177/1078390313503552"
"23000321","Predictors of in-person follow-up among subjects in an ED-based smoking cessation trial","Bernstein SL, Cooperman N, Jearld S, Moadel A, Bijur P, Gallagher EJ.","Am J Emerg Med. 2012 Nov;30(9):2067-9. doi: 10.1016/j.ajem.2012.06.011. Epub 2012 Sep 20.","Bernstein SL","Am J Emerg Med","2012","2012/09/25","PMC3777735","NIHMS501392","10.1016/j.ajem.2012.06.011"
"25118660","Physical and sexual abuse and early-onset bipolar disorder in youths receiving outpatient services: frequent, but not specific","Du Rocher Schudlich T, Youngstrom EA, Martinez M, KogosYoungstrom J, Scovil K, Ross J, Feeny NC, Findling RL.","J Abnorm Child Psychol. 2015 Apr;43(3):453-63. doi: 10.1007/s10802-014-9924-3.","Du Rocher Schudlich T","J Abnorm Child Psychol","2015","2014/08/15","PMC4329263","NIHMS621320","10.1007/s10802-014-9924-3"
"29879873","Medical Records Flag for Suicide Risk: Predictors and Subsequent Use of Care Among Veterans With Substance Use Disorders","Berg JM, Malte CA, Reger MA, Hawkins EJ.","Psychiatr Serv. 2018 Sep 1;69(9):993-1000. doi: 10.1176/appi.ps.201700545. Epub 2018 Jun 8.","Berg JM","Psychiatr Serv","2018","2018/06/09","PMC6196077","NIHMS1505863","10.1176/appi.ps.201700545"
"26367215","Readjustment of Urban Veterans: A Mental Health and Substance Use Profile of Iraq and Afghanistan Veterans in Higher Education","Aikins RD, Golub A, Bennett AS.","J Am Coll Health. 2015;63(7):482-94. doi: 10.1080/07448481.2015.1068173.","Aikins RD","J Am Coll Health","2015","2015/09/15","PMC4710478","NIHMS749197","10.1080/07448481.2015.1068173"
"24711046","Validity of therapist self-report ratings of fidelity to evidence-based practices for adolescent behavior problems: correspondence between therapists and observers","Hogue A, Dauber S, Lichvar E, Bobek M, Henderson CE.","Adm Policy Ment Health. 2015 Mar;42(2):229-43. doi: 10.1007/s10488-014-0548-2.","Hogue A","Adm Policy Ment Health","2015","2014/04/09","PMC4763603","NIHMS759218","10.1007/s10488-014-0548-2"
"23465734","Startle response to unpredictable threat in comorbid panic disorder and alcohol dependence","Gorka SM, Nelson BD, Shankman SA.","Drug Alcohol Depend. 2013 Sep 1;132(1-2):216-22. doi: 10.1016/j.drugalcdep.2013.02.003. Epub 2013 Mar 7.","Gorka SM","Drug Alcohol Depend","2013","2013/03/08","PMC3679290","NIHMS449231","10.1016/j.drugalcdep.2013.02.003"
"25592680","Kappa opioid receptor signaling in the brain: Circuitry and implications for treatment","Crowley NA, Kash TL.","Prog Neuropsychopharmacol Biol Psychiatry. 2015 Oct 1;62:51-60. doi: 10.1016/j.pnpbp.2015.01.001. Epub 2015 Jan 12.","Crowley NA","Prog Neuropsychopharmacol Biol Psychiatry","2015","2015/01/17","PMC4465498","NIHMS655068","10.1016/j.pnpbp.2015.01.001"
"40680272","Intervention for Justice-Involved Homeless Veterans With Co-Occurring Substance Use and Mental Health Disorders: Protocol for a Randomized Controlled Hybrid Effectiveness-Implementation Trial","Bruzios K, Shaffer PM, Blonigen DM, Cucciare MA, Andre M, Byrne T, Smith J, Smelson D.","JMIR Res Protoc. 2025 Jul 18;14:e70750. doi: 10.2196/70750.","Bruzios K","JMIR Res Protoc","2025","2025/07/18","PMC12317293","","10.2196/70750"
