PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"22810216","Evidence of parallels between mercury intoxication and the brain pathology in autism","Kern JK, Geier DA, Audhya T, King PG, Sykes LK, Geier MR.","Acta Neurobiol Exp (Wars). 2012;72(2):113-53. doi: 10.55782/ane-2012-1887.","Kern JK","Acta Neurobiol Exp (Wars)","2012","2012/07/20","","","10.55782/ane-2012-1887"
"33850088","Decreased levels of γ-aminobutyric acid in temporal lobe of children with 47,XYY syndrome","Roberts TPL, Bloy L, Miller JS, Blaskey L, Ross J.","Neuroreport. 2021 May 5;32(7):541-547. doi: 10.1097/WNR.0000000000001628.","Roberts TPL","Neuroreport","2021","2021/04/14","PMC8051840","NIHMS1672788","10.1097/WNR.0000000000001628"
"34615532","Prediction learning in adults with autism and its molecular correlates","Sapey-Triomphe LA, Temmerman J, Puts NAJ, Wagemans J.","Mol Autism. 2021 Oct 6;12(1):64. doi: 10.1186/s13229-021-00470-6.","Sapey-Triomphe LA","Mol Autism","2021","2021/10/07","PMC8493731","","10.1186/s13229-021-00470-6"
"33092656","Impaired inhibitory processing: a new therapeutic target for autism and psychosis?","Heinze K, Barron HC, Howes EK, Ramaswami M, Broome MR.","Br J Psychiatry. 2021 Jun;218(6):295-298. doi: 10.1192/bjp.2020.163.","Heinze K","Br J Psychiatry","2021","2020/10/23","PMC7612604","EMS144091","10.1192/bjp.2020.163"
"40568982","Bumetanide Treatment in 15 Children With Autism: A Randomised Waitlist-Control Study","Fernell E, Landberg S, Miniscalco C, Fagerudd R, Johnels JÅ, Johnson M, Hadjikhani N, Gillberg C.","Acta Paediatr. 2025 Nov;114(11):2985-2992. doi: 10.1111/apa.70204. Epub 2025 Jun 26.","Fernell E","Acta Paediatr","2025","2025/06/26","PMC12520269","","10.1111/apa.70204"
"34943958","Reprogramming Human Adult Fibroblasts into GABAergic Interneurons","Bruzelius A, Kidnapillai S, Drouin-Ouellet J, Stoker T, Barker RA, Rylander Ottosson D.","Cells. 2021 Dec 8;10(12):3450. doi: 10.3390/cells10123450.","Bruzelius A","Cells","2021","2021/12/24","PMC8699824","","10.3390/cells10123450"
"30248378","The contribution of [1H] magnetic resonance spectroscopy to the study of excitation-inhibition in autism","Ajram LA, Pereira AC, Durieux AMS, Velthius HE, Petrinovic MM, McAlonan GM.","Prog Neuropsychopharmacol Biol Psychiatry. 2019 Mar 8;89:236-244. doi: 10.1016/j.pnpbp.2018.09.010. Epub 2018 Sep 21.","Ajram LA","Prog Neuropsychopharmacol Biol Psychiatry","2019","2018/09/25","","","10.1016/j.pnpbp.2018.09.010"
"40993764","Cell-cell communication dysregulation in tuberous sclerosis complex cortical tubers and focal cortical dysplasia","Scheper M, Anink JJ, Jansen FE, Van Hecke W, Mühlebner A, Mills JD, Aronica E.","Acta Neuropathol Commun. 2025 Sep 24;13(1):196. doi: 10.1186/s40478-025-02113-w.","Scheper M","Acta Neuropathol Commun","2025","2025/09/24","PMC12462383","","10.1186/s40478-025-02113-w"
"22001766","Medical treatment overview: traditional and novel psycho-pharmacological and complementary and alternative medications","Anagnostou E, Hansen R.","Curr Opin Pediatr. 2011 Dec;23(6):621-7. doi: 10.1097/MOP.0b013e32834cba3e.","Anagnostou E","Curr Opin Pediatr","2011","2011/10/18","PMC4871706","NIHMS778292","10.1097/MOP.0b013e32834cba3e"
"37459438","SLC4A10 mutation causes a neurological disorder associated with impaired GABAergic transmission","Fasham J, Huebner AK, Liebmann L, Khalaf-Nazzal R, Maroofian R, Kryeziu N, Wortmann SB, Leslie JS, Ubeyratna N, Mancini GMS, van Slegtenhorst M, Wilke M, Haack TB, Shamseldin HE, Gleeson JG, Almuhaizea M, Dweikat I, Abu-Libdeh B, Daana M, Zaki MS, Wakeling MN, McGavin L, Turnpenny PD, Alkuraya FS, Houlden H, Schlattmann P, Kaila K, Crosby AH, Baple EL, Hübner CA.","Brain. 2023 Nov 2;146(11):4547-4561. doi: 10.1093/brain/awad235.","Fasham J","Brain","2023","2023/07/17","PMC10629776","","10.1093/brain/awad235"
"37208920","Alpha-linolenic acid enhances the facilitation of GABAergic neurotransmission in the BLA and CA1","Pidoplichko VI, Figueiredo TH, Braga MF, Pan H, Marini AM.","Exp Biol Med (Maywood). 2023 Apr;248(7):596-604. doi: 10.1177/15353702231165010. Epub 2023 May 19.","Pidoplichko VI","Exp Biol Med (Maywood)","2023","2023/05/20","PMC10350796","","10.1177/15353702231165010"
"31124710","Revisiting the excitation/inhibition imbalance hypothesis of ASD through a clinical lens","Port RG, Oberman LM, Roberts TP.","Br J Radiol. 2019 Sep;92(1101):20180944. doi: 10.1259/bjr.20180944. Epub 2019 Jun 11.","Port RG","Br J Radiol","2019","2019/05/25","PMC6732925","","10.1259/bjr.20180944"
"25986747","Tuberous Sclerosis: A New Frontier in Targeted Treatment of Autism","Davis PE, Peters JM, Krueger DA, Sahin M.","Neurotherapeutics. 2015 Jul;12(3):572-83. doi: 10.1007/s13311-015-0359-5.","Davis PE","Neurotherapeutics","2015","2015/05/20","PMC4489948","","10.1007/s13311-015-0359-5"
"33373327","The DNA repair protein ATM as a target in autism spectrum disorder","Pizzamiglio L, Focchi E, Cambria C, Ponzoni L, Ferrara S, Bifari F, Desiato G, Landsberger N, Murru L, Passafaro M, Sala M, Matteoli M, Menna E, Antonucci F.","JCI Insight. 2021 Feb 8;6(3):e133654. doi: 10.1172/jci.insight.133654.","Pizzamiglio L","JCI Insight","2021","2020/12/29","PMC7934840","","10.1172/jci.insight.133654"
"26711497","Reduced GABAergic Action in the Autistic Brain","Robertson CE, Ratai EM, Kanwisher N.","Curr Biol. 2016 Jan 11;26(1):80-5. doi: 10.1016/j.cub.2015.11.019. Epub 2015 Dec 17.","Robertson CE","Curr Biol","2016","2015/12/30","","","10.1016/j.cub.2015.11.019"
"21876820","Genetics and function of neocortical GABAergic interneurons in neurodevelopmental disorders","Rossignol E.","Neural Plast. 2011;2011:649325. doi: 10.1155/2011/649325. Epub 2011 Aug 18.","Rossignol E","Neural Plast","2011","2011/08/31","PMC3159129","","10.1155/2011/649325"
"23574039","Developmental vulnerability of synapses and circuits associated with neuropsychiatric disorders","Penzes P, Buonanno A, Passafaro M, Sala C, Sweet RA.","J Neurochem. 2013 Jul;126(2):165-82. doi: 10.1111/jnc.12261. Epub 2013 May 22.","Penzes P","J Neurochem","2013","2013/04/12","PMC3700683","NIHMS467865","10.1111/jnc.12261"
"35474185","Reelin cells and sex-dependent synaptopathology in autism following postnatal immune activation","Ardalan M, Chumak T, Quist A, Hermans E, Hoseinpoor Rafati A, Gravina G, Jabbari Shiadeh SM, Svedin P, Alabaf S, Hansen B, Wegener G, Westberg L, Mallard C.","Br J Pharmacol. 2022 Sep;179(17):4400-4422. doi: 10.1111/bph.15859. Epub 2022 May 23.","Ardalan M","Br J Pharmacol","2022","2022/04/27","PMC9545289","","10.1111/bph.15859"
"16002261","Neurochemical correlates of autistic disorder: a review of the literature","Lam KS, Aman MG, Arnold LE.","Res Dev Disabil. 2006 May-Jun;27(3):254-89. doi: 10.1016/j.ridd.2005.03.003. Epub 2005 Jul 5.","Lam KS","Res Dev Disabil","2006","2005/07/09","","","10.1016/j.ridd.2005.03.003"
"36935610","Distinct patterns of GABAergic interneuron pathology in autism are associated with intellectual impairment and stereotypic behaviors","Dufour BD, McBride E, Bartley T, Juarez P, Martínez-Cerdeño V.","Autism. 2023 Aug;27(6):1730-1745. doi: 10.1177/13623613231154053. Epub 2023 Mar 19.","Dufour BD","Autism","2023","2023/03/20","PMC10846597","NIHMS1866032","10.1177/13623613231154053"
"36302178","Chloride transporters controlling neuronal excitability","Pressey JC, de Saint-Rome M, Raveendran VA, Woodin MA.","Physiol Rev. 2023 Apr 1;103(2):1095-1135. doi: 10.1152/physrev.00025.2021. Epub 2022 Oct 27.","Pressey JC","Physiol Rev","2023","2022/10/27","","","10.1152/physrev.00025.2021"
"22009360","Fragile X syndrome and targeted treatment trials","Hagerman R, Lauterborn J, Au J, Berry-Kravis E.","Results Probl Cell Differ. 2012;54:297-335. doi: 10.1007/978-3-642-21649-7_17.","Hagerman R","Results Probl Cell Differ","2012","2011/10/20","PMC4114775","NIHMS609194","10.1007/978-3-642-21649-7_17"
"35807841","Overlapping Mechanisms of Action of Brain-Active Bacteria and Bacterial Metabolites in the Pathogenesis of Common Brain Diseases","Eicher TP, Mohajeri MH.","Nutrients. 2022 Jun 27;14(13):2661. doi: 10.3390/nu14132661.","Eicher TP","Nutrients","2022","2022/07/09","PMC9267981","","10.3390/nu14132661"
"22370873","Consensus paper: pathological role of the cerebellum in autism","Fatemi SH, Aldinger KA, Ashwood P, Bauman ML, Blaha CD, Blatt GJ, Chauhan A, Chauhan V, Dager SR, Dickson PE, Estes AM, Goldowitz D, Heck DH, Kemper TL, King BH, Martin LA, Millen KJ, Mittleman G, Mosconi MW, Persico AM, Sweeney JA, Webb SJ, Welsh JP.","Cerebellum. 2012 Sep;11(3):777-807. doi: 10.1007/s12311-012-0355-9.","Fatemi SH","Cerebellum","2012","2012/02/29","PMC3677555","NIHMS471129","10.1007/s12311-012-0355-9"
"34883135","CNS pharmacology of NKCC1 inhibitors","Löscher W, Kaila K.","Neuropharmacology. 2022 Mar 1;205:108910. doi: 10.1016/j.neuropharm.2021.108910. Epub 2021 Dec 6.","Löscher W","Neuropharmacology","2022","2021/12/09","","","10.1016/j.neuropharm.2021.108910"
"24839870","An enhanced role and expanded developmental origins for gamma-aminobutyric acidergic interneurons in the human cerebral cortex","Clowry GJ.","J Anat. 2015 Oct;227(4):384-93. doi: 10.1111/joa.12198. Epub 2014 May 20.","Clowry GJ","J Anat","2015","2014/05/21","PMC4580098","","10.1111/joa.12198"
"29028941","Dysregulation of Cortical Neuron DNA Methylation Profile in Autism Spectrum Disorder","Nardone S, Sams DS, Zito A, Reuveni E, Elliott E.","Cereb Cortex. 2017 Dec 1;27(12):5739-5754. doi: 10.1093/cercor/bhx250.","Nardone S","Cereb Cortex","2017","2017/10/14","PMC6346295","","10.1093/cercor/bhx250"
"38615126","In vivo translocator protein in females with autism spectrum disorder: a pilot study","Tseng CJ, Canales C, Marcus RE, Parmar AJ, Hightower BG, Mullett JE, Makary MM, Tassone AU, Saro HK, Townsend PH, Birtwell K, Nowinski L, Thom RP, Palumbo ML, Keary C, Catana C, McDougle CJ, Hooker JM, Zürcher NR.","Neuropsychopharmacology. 2024 Jun;49(7):1193-1201. doi: 10.1038/s41386-024-01859-6. Epub 2024 Apr 13.","Tseng CJ","Neuropsychopharmacology","2024","2024/04/13","PMC11109261","","10.1038/s41386-024-01859-6"
"34663783","Reduced hippocampal inhibition and enhanced autism-epilepsy comorbidity in mice lacking neuropilin 2","Eisenberg C, Subramanian D, Afrasiabi M, Ziobro P, DeLucia J, Hirschberg PR, Shiflett MW, Santhakumar V, Tran TS.","Transl Psychiatry. 2021 Oct 18;11(1):537. doi: 10.1038/s41398-021-01655-6.","Eisenberg C","Transl Psychiatry","2021","2021/10/19","PMC8523694","","10.1038/s41398-021-01655-6"
"38632257","Amygdalar neurotransmission alterations in the BTBR mice model of idiopathic autism","Bove M, Palmieri MA, Santoro M, Agosti LP, Gaetani S, Romano A, Dimonte S, Costantino G, Sikora V, Tucci P, Schiavone S, Morgese MG, Trabace L.","Transl Psychiatry. 2024 Apr 17;14(1):193. doi: 10.1038/s41398-024-02905-z.","Bove M","Transl Psychiatry","2024","2024/04/17","PMC11024334","","10.1038/s41398-024-02905-z"
"32564887","Shedding Light on Chandelier Cell Development, Connectivity, and Contribution to Neural Disorders","Gallo NB, Paul A, Van Aelst L.","Trends Neurosci. 2020 Aug;43(8):565-580. doi: 10.1016/j.tins.2020.05.003. Epub 2020 Jun 18.","Gallo NB","Trends Neurosci","2020","2020/06/23","PMC7392791","NIHMS1594307","10.1016/j.tins.2020.05.003"
"24290383","Identifying essential cell types and circuits in autism spectrum disorders","Maloney SE, Rieger MA, Dougherty JD.","Int Rev Neurobiol. 2013;113:61-96. doi: 10.1016/B978-0-12-418700-9.00003-4.","Maloney SE","Int Rev Neurobiol","2013","2013/12/03","PMC3897614","NIHMS546342","10.1016/B978-0-12-418700-9.00003-4"
"36103875","GABBR1 monoallelic de novo variants linked to neurodevelopmental delay and epilepsy","Cediel ML, Stawarski M, Blanc X, Nosková L, Magner M, Platzer K, Gburek-Augustat J, Baldridge D, Constantino JN, Ranza E, Bettler B, Antonarakis SE.","Am J Hum Genet. 2022 Oct 6;109(10):1885-1893. doi: 10.1016/j.ajhg.2022.08.010. Epub 2022 Sep 13.","Cediel ML","Am J Hum Genet","2022","2022/09/14","PMC9606381","","10.1016/j.ajhg.2022.08.010"
"34400844","Placental endocrine function shapes cerebellar development and social behavior","Vacher CM, Lacaille H, O'Reilly JJ, Salzbank J, Bakalar D, Sebaoui S, Liere P, Clarkson-Paredes C, Sasaki T, Sathyanesan A, Kratimenos P, Ellegood J, Lerch JP, Imamura Y, Popratiloff A, Hashimoto-Torii K, Gallo V, Schumacher M, Penn AA.","Nat Neurosci. 2021 Oct;24(10):1392-1401. doi: 10.1038/s41593-021-00896-4. Epub 2021 Aug 16.","Vacher CM","Nat Neurosci","2021","2021/08/17","PMC8481124","","10.1038/s41593-021-00896-4"
"34654960","Edited magnetic resonance spectroscopy in the neonatal brain","Song Y, Lally PJ, Yanez Lopez M, Oeltzschner G, Nebel MB, Gagoski B, Kecskemeti S, Hui SCN, Zöllner HJ, Shukla D, Arichi T, De Vita E, Yedavalli V, Thayyil S, Fallin D, Dean DC 3rd, Grant PE, Wisnowski JL, Edden RAE.","Neuroradiology. 2022 Feb;64(2):217-232. doi: 10.1007/s00234-021-02821-9. Epub 2021 Oct 15.","Song Y","Neuroradiology","2022","2021/10/16","PMC8887832","NIHMS1779452","10.1007/s00234-021-02821-9"
"32216802","Potential role of genomic imprinted genes and brain developmental related genes in autism","Li J, Lin X, Wang M, Hu Y, Xue K, Gu S, Lv L, Huang S, Xie W.","BMC Med Genomics. 2020 Mar 26;13(1):54. doi: 10.1186/s12920-020-0693-2.","Li J","BMC Med Genomics","2020","2020/03/29","PMC7099798","","10.1186/s12920-020-0693-2"
"33711485","Simultaneous quantification of GABA, Glx and GSH in the neonatal human brain using magnetic resonance spectroscopy","Maria YL, Price AN, Puts NAJ, Hughes EJ, Edden RAE, McAlonan GM, Arichi T, De Vita E.","Neuroimage. 2021 Jun;233:117930. doi: 10.1016/j.neuroimage.2021.117930. Epub 2021 Mar 9.","Maria YL","Neuroimage","2021","2021/03/12","PMC8204265","","10.1016/j.neuroimage.2021.117930"
"33436538","Sensory over-responsivity is related to GABAergic inhibition in thalamocortical circuits","Wood ET, Cummings KK, Jung J, Patterson G, Okada N, Guo J, O'Neill J, Dapretto M, Bookheimer SY, Green SA.","Transl Psychiatry. 2021 Jan 12;11(1):39. doi: 10.1038/s41398-020-01154-0.","Wood ET","Transl Psychiatry","2021","2021/01/13","PMC7804323","","10.1038/s41398-020-01154-0"
"39352378","Sleepless nights and social plights: medial septum GABAergic hyperactivity in a neuroligin 3-deficient autism model","Cho CE, Jung D, Patel RR.","J Clin Invest. 2024 Oct 1;134(19):e184795. doi: 10.1172/JCI184795.","Cho CE","J Clin Invest","2024","2024/10/01","PMC11444191","","10.1172/JCI184795"
"41072150","The neurochemistry of decreased sound tolerance: A magnetic resonance spectroscopy (MRS) study of misophonia and hyperacusis","Ward J, Agbude R, Smees R, Simner J, Ronen I.","Hear Res. 2025 Dec;468:109440. doi: 10.1016/j.heares.2025.109440. Epub 2025 Oct 6.","Ward J","Hear Res","2025","2025/10/10","","","10.1016/j.heares.2025.109440"
"37097993","Synaptic boutons are smaller in chandelier cell cartridges in autism","Hong T, McBride E, Dufour BD, Falcone C, Doan M, Noctor SG, Martínez-Cerdeño V.","PLoS One. 2023 Apr 25;18(4):e0281477. doi: 10.1371/journal.pone.0281477. eCollection 2023.","Hong T","PLoS One","2023","2023/04/25","PMC10128992","","10.1371/journal.pone.0281477"
"35660740","The immuno-behavioural covariation associated with the treatment response to bumetanide in young children with autism spectrum disorder","Li Q, Zhang L, Shan H, Yu J, Dai Y, He H, Li WG, Langley C, Sahakian BJ, Yao Y, Luo Q, Li F.","Transl Psychiatry. 2022 Jun 3;12(1):228. doi: 10.1038/s41398-022-01987-x.","Li Q","Transl Psychiatry","2022","2022/06/06","PMC9166783","","10.1038/s41398-022-01987-x"
"39221783","Progress towards understanding risk factor mechanisms in the development of autism spectrum disorders","Bryers A, Hawkes CA, Parkin E, Dawson N.","Biochem Soc Trans. 2024 Oct 30;52(5):2047-2058. doi: 10.1042/BST20231004.","Bryers A","Biochem Soc Trans","2024","2024/09/02","PMC11555714","","10.1042/BST20231004"
"41199863","Pathophysiological associations between maternal immune activation and neurodevelopmental disorders in offspring: a comprehensive review","Tang Q, Wang X, Yang F, Liang L, Li Y, Liu W, Zhou R, Ma B.","Front Endocrinol (Lausanne). 2025 Oct 22;16:1681190. doi: 10.3389/fendo.2025.1681190. eCollection 2025.","Tang Q","Front Endocrinol (Lausanne)","2025","2025/11/07","PMC12585990","","10.3389/fendo.2025.1681190"
"29317601","Common basis for orofacial clefting and cortical interneuronopathy","Ansen-Wilson LJ, Everson JL, Fink DM, Kietzman HW, Sullivan R, Lipinski RJ.","Transl Psychiatry. 2018 Jan 10;8(1):8. doi: 10.1038/s41398-017-0057-7.","Ansen-Wilson LJ","Transl Psychiatry","2018","2018/01/11","PMC5802454","","10.1038/s41398-017-0057-7"
"24160694","GABAA receptor subtypes: Therapeutic potential in Down syndrome, affective disorders, schizophrenia, and autism","Rudolph U, Möhler H.","Annu Rev Pharmacol Toxicol. 2014;54:483-507. doi: 10.1146/annurev-pharmtox-011613-135947. Epub 2013 Oct 23.","Rudolph U","Annu Rev Pharmacol Toxicol","2014","2013/10/29","PMC3997216","NIHMS555230","10.1146/annurev-pharmtox-011613-135947"
"36862688","Neuron-specific transcriptomic signatures indicate neuroinflammation and altered neuronal activity in ASD temporal cortex","Zhang P, Omanska A, Ander BP, Gandal MJ, Stamova B, Schumann CM.","Proc Natl Acad Sci U S A. 2023 Mar 7;120(10):e2206758120. doi: 10.1073/pnas.2206758120. Epub 2023 Mar 2.","Zhang P","Proc Natl Acad Sci U S A","2023","2023/03/02","PMC10013873","","10.1073/pnas.2206758120"
"34450024","Memory suppressor genes: Modulating acquisition, consolidation, and forgetting","Noyes NC, Phan A, Davis RL.","Neuron. 2021 Oct 20;109(20):3211-3227. doi: 10.1016/j.neuron.2021.08.001. Epub 2021 Aug 26.","Noyes NC","Neuron","2021","2021/08/27","PMC8542634","NIHMS1731149","10.1016/j.neuron.2021.08.001"
"30504823","Ankyrin-G regulates forebrain connectivity and network synchronization via interaction with GABARAP","Nelson AD, Caballero-Florán RN, Rodríguez Díaz JC, Hull JM, Yuan Y, Li J, Chen K, Walder KK, Lopez-Santiago LF, Bennett V, McInnis MG, Isom LL, Wang C, Zhang M, Jones KS, Jenkins PM.","Mol Psychiatry. 2020 Nov;25(11):2800-2817. doi: 10.1038/s41380-018-0308-x. Epub 2018 Nov 30.","Nelson AD","Mol Psychiatry","2020","2018/12/04","PMC6542726","NIHMS1512938","10.1038/s41380-018-0308-x"
"33407072","Associations between sensory processing and electrophysiological and neurochemical measures in children with ASD: an EEG-MRS study","Pierce S, Kadlaskar G, Edmondson DA, McNally Keehn R, Dydak U, Keehn B.","J Neurodev Disord. 2021 Jan 6;13(1):5. doi: 10.1186/s11689-020-09351-0.","Pierce S","J Neurodev Disord","2021","2021/01/07","PMC7788714","","10.1186/s11689-020-09351-0"
"41580462","Differential GABA dynamics across brain functional networks in autism","Huang Q, Chen D, Pereira AC, Leonard A, Ellis CL, Velthuis H, Dimitrov M, Ponteduro FM, Wong NML, Kowalewski L, Pretzsch CM, Daly E, Murphy DGM, McAlonan GM.","Commun Biol. 2026 Jan 24;9(1):283. doi: 10.1038/s42003-026-09563-5.","Huang Q","Commun Biol","2026","2026/01/24","PMC12920753","","10.1038/s42003-026-09563-5"
"39137740","Inhibitory Systems in Brain Evolution: Pathways of Vulnerability in Neurodevelopmental Disorders","Hanson KL, Greiner DMZ, Schumann CM, Semendeferi K.","Brain Behav Evol. 2025;100(1):29-48. doi: 10.1159/000540865. Epub 2024 Aug 13.","Hanson KL","Brain Behav Evol","2025","2024/08/13","PMC11822052","NIHMS2017899","10.1159/000540865"
"19880095","A computational model for cerebral cortical dysfunction in autism spectrum disorders","Vattikuti S, Chow CC.","Biol Psychiatry. 2010 Apr 1;67(7):672-8. doi: 10.1016/j.biopsych.2009.09.008. Epub 2009 Oct 31.","Vattikuti S","Biol Psychiatry","2010","2009/11/03","PMC3104404","NIHMS294970","10.1016/j.biopsych.2009.09.008"
"34439901","Perineuronal Nets and Metal Cation Concentrations in the Microenvironments of Fast-Spiking, Parvalbumin-Expressing GABAergic Interneurons: Relevance to Neurodevelopment and Neurodevelopmental Disorders","Burket JA, Webb JD, Deutsch SI.","Biomolecules. 2021 Aug 18;11(8):1235. doi: 10.3390/biom11081235.","Burket JA","Biomolecules","2021","2021/08/27","PMC8391699","","10.3390/biom11081235"
"34158061","Schizophrenia, the gut microbiota, and new opportunities from optogenetic manipulations of the gut-brain axis","Patrono E, Svoboda J, Stuchlík A.","Behav Brain Funct. 2021 Jun 22;17(1):7. doi: 10.1186/s12993-021-00180-2.","Patrono E","Behav Brain Funct","2021","2021/06/23","PMC8218443","","10.1186/s12993-021-00180-2"
"35637184","Cellular and genetic drivers of RNA editing variation in the human brain","Dredge WH, Li J, Fan X, Kozenkov A, Lalli M, Khalique S, Dracheva S, Mukamel EA, Breen MS.","Nat Commun. 2022 May 30;13(1):2997. doi: 10.1038/s41467-022-30531-0.","Dredge WH","Nat Commun","2022","2022/05/31","PMC9151768","","10.1038/s41467-022-30531-0"
"30149092","The role of ARID1B, a BAF chromatin remodeling complex subunit, in neural development and behavior","Moffat JJ, Jung EM, Ka M, Smith AL, Jeon BT, Santen GWE, Kim WY.","Prog Neuropsychopharmacol Biol Psychiatry. 2019 Mar 8;89:30-38. doi: 10.1016/j.pnpbp.2018.08.021. Epub 2018 Aug 24.","Moffat JJ","Prog Neuropsychopharmacol Biol Psychiatry","2019","2018/08/28","PMC6249083","NIHMS1505763","10.1016/j.pnpbp.2018.08.021"
"37550354","Association between increased anterior cingulate glutamate and psychotic-like experiences, but not autistic traits in healthy volunteers","Demler VF, Sterner EF, Wilson M, Zimmer C, Knolle F.","Sci Rep. 2023 Aug 7;13(1):12792. doi: 10.1038/s41598-023-39881-1.","Demler VF","Sci Rep","2023","2023/08/07","PMC10406950","","10.1038/s41598-023-39881-1"
"31909886","A Magnetic Resonance Spectroscopy Study of Superior Visual Search Abilities in Children with Autism Spectrum Disorder","Edmondson DA, Xia P, McNally Keehn R, Dydak U, Keehn B.","Autism Res. 2020 Apr;13(4):550-562. doi: 10.1002/aur.2258. Epub 2020 Jan 7.","Edmondson DA","Autism Res","2020","2020/01/08","PMC7688022","NIHMS1637339","10.1002/aur.2258"
"28589518","Forty Years of Sodium Channels: Structure, Function, Pharmacology, and Epilepsy","Catterall WA.","Neurochem Res. 2017 Sep;42(9):2495-2504. doi: 10.1007/s11064-017-2314-9. Epub 2017 Jun 7.","Catterall WA","Neurochem Res","2017","2017/06/08","PMC5693772","NIHMS882821","10.1007/s11064-017-2314-9"
"38373478","The expression system influences stability, maturation efficiency, and oligomeric properties of the potassium-chloride co-transporter KCC2","Kok M, Hartnett-Scott K, Happe CL, MacDonald ML, Aizenman E, Brodsky JL.","Neurochem Int. 2024 Mar;174:105695. doi: 10.1016/j.neuint.2024.105695. Epub 2024 Feb 17.","Kok M","Neurochem Int","2024","2024/02/19","PMC10923169","NIHMS1971962","10.1016/j.neuint.2024.105695"
"34782621","Deficiency of autism risk factor ASH1L in prefrontal cortex induces epigenetic aberrations and seizures","Qin L, Williams JB, Tan T, Liu T, Cao Q, Ma K, Yan Z.","Nat Commun. 2021 Nov 15;12(1):6589. doi: 10.1038/s41467-021-26972-8.","Qin L","Nat Commun","2021","2021/11/16","PMC8593046","","10.1038/s41467-021-26972-8"
"37225770","16p11.2 deletion mice exhibit compromised fronto-temporal connectivity, GABAergic dysfunction, and enhanced attentional ability","Openshaw RL, Thomson DM, Bristow GC, Mitchell EJ, Pratt JA, Morris BJ, Dawson N.","Commun Biol. 2023 May 24;6(1):557. doi: 10.1038/s42003-023-04891-2.","Openshaw RL","Commun Biol","2023","2023/05/24","PMC10209099","","10.1038/s42003-023-04891-2"
"33060559","Environmental regulation of the chloride transporter KCC2: switching inflammation off to switch the GABA on?","Pozzi D, Rasile M, Corradini I, Matteoli M.","Transl Psychiatry. 2020 Oct 15;10(1):349. doi: 10.1038/s41398-020-01027-6.","Pozzi D","Transl Psychiatry","2020","2020/10/16","PMC7562743","","10.1038/s41398-020-01027-6"
"32065131","Migration, Chemo-Attraction, and Co-Culture Assays for Human Stem Cell-Derived Endothelial Cells and GABAergic Neurons","Datta D, Vasudevan A.","J Vis Exp. 2020 Jan 23;(155):10.3791/60295. doi: 10.3791/60295.","Datta D","J Vis Exp","2020","2020/02/18","PMC7182084","NIHMS1579626","10.3791/60295"
"33907804","Global and Parallel Cortical Processing Based on Auditory Gamma Oscillatory Responses in Humans","Tada M, Kirihara K, Ishishita Y, Takasago M, Kunii N, Uka T, Shimada S, Ibayashi K, Kawai K, Saito N, Koshiyama D, Fujioka M, Araki T, Kasai K.","Cereb Cortex. 2021 Aug 26;31(10):4518-4532. doi: 10.1093/cercor/bhab103.","Tada M","Cereb Cortex","2021","2021/04/28","PMC8408476","","10.1093/cercor/bhab103"
"20643379","Fragile X: leading the way for targeted treatments in autism","Wang LW, Berry-Kravis E, Hagerman RJ.","Neurotherapeutics. 2010 Jul;7(3):264-74. doi: 10.1016/j.nurt.2010.05.005.","Wang LW","Neurotherapeutics","2010","2010/07/21","PMC4084556","NIHMS209684","10.1016/j.nurt.2010.05.005"
"33972691","Cadherin-13 is a critical regulator of GABAergic modulation in human stem-cell-derived neuronal networks","Mossink B, van Rhijn JR, Wang S, Linda K, Vitale MR, Zöller JEM, van Hugte EJH, Bak J, Verboven AHA, Selten M, Negwer M, Latour BL, van der Werf I, Keller JM, Klein Gunnewiek TM, Schoenmaker C, Oudakker A, Anania A, Jansen S, Lesch KP, Frega M, van Bokhoven H, Schubert D, Nadif Kasri N.","Mol Psychiatry. 2022 Jan;27(1):1-18. doi: 10.1038/s41380-021-01117-x. Epub 2021 May 10.","Mossink B","Mol Psychiatry","2022","2021/05/11","PMC8960401","","10.1038/s41380-021-01117-x"
"34298906","Effects of Mutations in TSC Genes on Neurodevelopment and Synaptic Transmission","Bassetti D, Luhmann HJ, Kirischuk S.","Int J Mol Sci. 2021 Jul 6;22(14):7273. doi: 10.3390/ijms22147273.","Bassetti D","Int J Mol Sci","2021","2021/07/24","PMC8305053","","10.3390/ijms22147273"
"27685800","Altered neurotransmitter metabolism in adolescents with high-functioning autism","Drenthen GS, Barendse EM, Aldenkamp AP, van Veenendaal TM, Puts NA, Edden RA, Zinger S, Thoonen G, Hendriks MP, Kessels RP, Jansen JF.","Psychiatry Res Neuroimaging. 2016 Oct 30;256:44-49. doi: 10.1016/j.pscychresns.2016.09.007. Epub 2016 Sep 20.","Drenthen GS","Psychiatry Res Neuroimaging","2016","2016/09/30","PMC5385138","NIHMS854039","10.1016/j.pscychresns.2016.09.007"
