PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37108525","Glyphosate Interference in Follicular Organization in the Wall Lizard Podarcis siculus","Rosati L, Chianese T, De Gregorio V, Verderame M, Raggio A, Motta CM, Scudiero R.","Int J Mol Sci. 2023 Apr 17;24(8):7363. doi: 10.3390/ijms24087363.","Rosati L","Int J Mol Sci","2023","2023/04/28","PMC10138419","","10.3390/ijms24087363"
"36293259","Pesticides and Their Impairing Effects on Epithelial Barrier Integrity, Dysbiosis, Disruption of the AhR Signaling Pathway and Development of Immune-Mediated Inflammatory Diseases","Lima C, Falcão MAP, Rosa JGS, Disner GR, Lopes-Ferreira M.","Int J Mol Sci. 2022 Oct 17;23(20):12402. doi: 10.3390/ijms232012402.","Lima C","Int J Mol Sci","2022","2022/10/27","PMC9604036","","10.3390/ijms232012402"
"40001182","Herbicide-related health risks: key mechanisms and a guide to mitigation strategies","Hongoeb J, Tantimongcolwat T, Ayimbila F, Ruankham W, Phopin K.","J Occup Med Toxicol. 2025 Feb 25;20(1):6. doi: 10.1186/s12995-025-00448-7.","Hongoeb J","J Occup Med Toxicol","2025","2025/02/26","PMC11863480","","10.1186/s12995-025-00448-7"
"36552644","Impact of Glyphosate on the Development of Insulin Resistance in Experimental Diabetic Rats: Role of NFκB Signalling Pathways","Prasad M, Gatasheh MK, Alshuniaber MA, Krishnamoorthy R, Rajagopal P, Krishnamoorthy K, Periyasamy V, Veeraraghavan VP, Jayaraman S.","Antioxidants (Basel). 2022 Dec 9;11(12):2436. doi: 10.3390/antiox11122436.","Prasad M","Antioxidants (Basel)","2022","2022/12/23","PMC9774325","","10.3390/antiox11122436"
"40490737","Carcinogenic effects of long-term exposure from prenatal life to glyphosate and glyphosate-based herbicides in Sprague-Dawley rats","Panzacchi S, Tibaldi E, De Angelis L, Falcioni L, Giovannini R, Gnudi F, Iuliani M, Manservigi M, Manservisi F, Manzoli I, Menghetti I, Montella R, Noferini R, Sgargi D, Strollo V, Truzzi F, Antoniou MN, Chen J, Dinelli G, Lorenzetti S, Mantovani A, Mesnage R, Perry MJ, Vornoli A, Landrigan PJ, Belpoggi F, Mandrioli D.","Environ Health. 2025 Jun 10;24(1):36. doi: 10.1186/s12940-025-01187-2.","Panzacchi S","Environ Health","2025","2025/06/09","PMC12150505","","10.1186/s12940-025-01187-2"
"36908412","Monitoring residues of pesticides in food in Brazil: A multiscale analysis of the main contaminants, dietary cancer risk estimative and mechanisms associated","Bitencourt de Morais Valentim JM, Fagundes TR, Okamoto Ferreira M, Lonardoni Micheletti P, Broto Oliveira GE, Cremer Souza M, Geovana Leite Vacario B, da Silva JC, Scandolara TB, Gaboardi SC, Zanetti Pessoa Candiotto L, Mara Serpeloni J, Rodrigues Ferreira Seiva F, Panis C.","Front Public Health. 2023 Feb 22;11:1130893. doi: 10.3389/fpubh.2023.1130893. eCollection 2023.","Bitencourt de Morais Valentim JM","Front Public Health","2023","2023/03/13","PMC9992878","","10.3389/fpubh.2023.1130893"
"36234798","Adsorption and Photocatalytic Degradation of Pesticides into Nanocomposites: A Review","Bruckmann FS, Schnorr C, Oviedo LR, Knani S, Silva LFO, Silva WL, Dotto GL, Bohn Rhoden CR.","Molecules. 2022 Sep 23;27(19):6261. doi: 10.3390/molecules27196261.","Bruckmann FS","Molecules","2022","2022/10/14","PMC9572628","","10.3390/molecules27196261"
"34339697","Urinary glyphosate concentration in pregnant women in relation to length of gestation","Lesseur C, Pathak KV, Pirrotte P, Martinez MN, Ferguson KK, Barrett ES, Nguyen RHN, Sathyanarayana S, Mandrioli D, Swan SH, Chen J.","Environ Res. 2022 Jan;203:111811. doi: 10.1016/j.envres.2021.111811. Epub 2021 Jul 30.","Lesseur C","Environ Res","2022","2021/08/02","PMC8616796","NIHMS1730739","10.1016/j.envres.2021.111811"
"31428072","Insight Into Microbial Applications for the Biodegradation of Pyrethroid Insecticides","Bhatt P, Huang Y, Zhan H, Chen S.","Front Microbiol. 2019 Aug 2;10:1778. doi: 10.3389/fmicb.2019.01778. eCollection 2019.","Bhatt P","Front Microbiol","2019","2019/08/21","PMC6687851","","10.3389/fmicb.2019.01778"
"33371482","Oxidative Stress in NAFLD: Role of Nutrients and Food Contaminants","Rives C, Fougerat A, Ellero-Simatos S, Loiseau N, Guillou H, Gamet-Payrastre L, Wahli W.","Biomolecules. 2020 Dec 21;10(12):1702. doi: 10.3390/biom10121702.","Rives C","Biomolecules","2020","2020/12/29","PMC7767499","","10.3390/biom10121702"
"28955675","Pesticide Exposure and Head and Neck Cancers: A Case-Control Study in an Agricultural Region","Amizadeh M, Safari-Kamalabadi M, Askari-Saryazdi G, Amizadeh M, Reihani-Kermani H.","Iran J Otorhinolaryngol. 2017 Sep;29(94):275-285.","Amizadeh M","Iran J Otorhinolaryngol","2017","2017/09/29","PMC5610376","",""
"38756954","Emerging contaminants: A One Health perspective","Wang F, Xiang L, Sze-Yin Leung K, Elsner M, Zhang Y, Guo Y, Pan B, Sun H, An T, Ying G, Brooks BW, Hou D, Helbling DE, Sun J, Qiu H, Vogel TM, Zhang W, Gao Y, Simpson MJ, Luo Y, Chang SX, Su G, Wong BM, Fu TM, Zhu D, Jobst KJ, Ge C, Coulon F, Harindintwali JD, Zeng X, Wang H, Fu Y, Wei Z, Lohmann R, Chen C, Song Y, Sanchez-Cid C, Wang Y, El-Naggar A, Yao Y, Huang Y, Cheuk-Fung Law J, Gu C, Shen H, Gao Y, Qin C, Li H, Zhang T, Corcoll N, Liu M, Alessi DS, Li H, Brandt KK, Pico Y, Gu C, Guo J, Su J, Corvini P, Ye M, Rocha-Santos T, He H, Yang Y, Tong M, Zhang W, Suanon F, Brahushi F, Wang Z, Hashsham SA, Virta M, Yuan Q, Jiang G, Tremblay LA, Bu Q, Wu J, Peijnenburg W, Topp E, Cao X, Jiang X, Zheng M, Zhang T, Luo Y, Zhu L, Li X, Barceló D, Chen J, Xing B, Amelung W, Cai Z, Naidu R, Shen Q, Pawliszyn J, Zhu YG, Schaeffer A, Rillig MC, Wu F, Yu G, Tiedje JM.","Innovation (Camb). 2024 Mar 13;5(4):100612. doi: 10.1016/j.xinn.2024.100612. eCollection 2024 Jul 1.","Wang F","Innovation (Camb)","2024","2024/05/17","PMC11096751","","10.1016/j.xinn.2024.100612"
"37502013","Peer review of the pesticide risk assessment of the active substance glyphosate","European Food Safety Authority (EFSA); Álvarez F, Arena M, Auteri D, Binaglia M, Castoldi AF, Chiusolo A, Crivellente F, Egsmose M, Fait G, Ferilli F, Gouliarmou V, Nogareda LH, Ippolito A, Istace F, Jarrah S, Kardassi D, Kienzler A, Lanzoni A, Lava R, Linguadoca A, Lythgo C, Mangas I, Padovani L, Panzarea M, Parra Morte JM, Rizzuto S, Romac A, Rortais A, Serafimova R, Sharp R, Szentes C, Terron A, Theobald A, Tiramani M, Vianello G, Villamar-Bouza L.","EFSA J. 2023 Jul 26;21(7):e08164. doi: 10.2903/j.efsa.2023.8164. eCollection 2023 Jul.","European Food Safety Authority (EFSA)","EFSA J","2023","2023/07/28","PMC10369247","","10.2903/j.efsa.2023.8164"
"37853698","Bioaccumulation of pesticides in fish resulting toxicities in humans through food chain and forensic aspects","Ray S, Shaju ST.","Environ Anal Health Toxicol. 2023 Sep;38(3):e2023017-0. doi: 10.5620/eaht.2023017. Epub 2023 Aug 28.","Ray S","Environ Anal Health Toxicol","2023","2023/10/19","PMC10613562","","10.5620/eaht.2023017"
"33354517","Human Health and Ocean Pollution","Landrigan PJ, Stegeman JJ, Fleming LE, Allemand D, Anderson DM, Backer LC, Brucker-Davis F, Chevalier N, Corra L, Czerucka D, Bottein MD, Demeneix B, Depledge M, Deheyn DD, Dorman CJ, Fénichel P, Fisher S, Gaill F, Galgani F, Gaze WH, Giuliano L, Grandjean P, Hahn ME, Hamdoun A, Hess P, Judson B, Laborde A, McGlade J, Mu J, Mustapha A, Neira M, Noble RT, Pedrotti ML, Reddy C, Rocklöv J, Scharler UM, Shanmugam H, Taghian G, van de Water JAJM, Vezzulli L, Weihe P, Zeka A, Raps H, Rampal P.","Ann Glob Health. 2020 Dec 3;86(1):151. doi: 10.5334/aogh.2831.","Landrigan PJ","Ann Glob Health","2020","2020/12/23","PMC7731724","","10.5334/aogh.2831"
"34564220","Insect Epigenetic Mechanisms Facing Anthropogenic-Derived Contamination, an Overview","Olivares-Castro G, Cáceres-Jensen L, Guerrero-Bosagna C, Villagra C.","Insects. 2021 Aug 31;12(9):780. doi: 10.3390/insects12090780.","Olivares-Castro G","Insects","2021","2021/09/26","PMC8468710","","10.3390/insects12090780"
"41328358","Toxicological impacts and mitigation strategies of food contaminants: a global perspective and comprehensive narrative review","Bereda G.","Curr Res Toxicol. 2025 Nov 1;9:100268. doi: 10.1016/j.crtox.2025.100268. eCollection 2025.","Bereda G","Curr Res Toxicol","2025","2025/12/02","PMC12664818","","10.1016/j.crtox.2025.100268"
"38694227","Role of nutraceutical against exposure to pesticide residues: power of bioactive compounds","Sajad M, Shabir S, Singh SK, Bhardwaj R, Alsanie WF, Alamri AS, Alhomrani M, Alsharif A, Vamanu E, Singh MP.","Front Nutr. 2024 Apr 17;11:1342881. doi: 10.3389/fnut.2024.1342881. eCollection 2024.","Sajad M","Front Nutr","2024","2024/05/02","PMC11061536","","10.3389/fnut.2024.1342881"
"34941753","Chronic Dietary Exposure of Roosters to a Glyphosate-Based Herbicide Increases Seminal Plasma Glyphosate and AMPA Concentrations, Alters Sperm Parameters, and Induces Metabolic Disorders in the Progeny","Serra L, Estienne A, Bourdon G, Ramé C, Chevaleyre C, Didier P, Chahnamian M, El Balkhi S, Froment P, Dupont J.","Toxics. 2021 Nov 24;9(12):318. doi: 10.3390/toxics9120318.","Serra L","Toxics","2021","2021/12/23","PMC8704617","","10.3390/toxics9120318"
"37047296","Glyphosate and Aminomethylphosphonic Acid (AMPA) Modulate Glutathione S-Transferase in Non-Tumorigenic Prostate Cells","Borges DS, Vecchi L, Barros DCT, Arruda VM, Ferreira HSV, da Silva MF, Guerra JFDC, Siqueira RP, Araújo TG.","Int J Mol Sci. 2023 Mar 28;24(7):6323. doi: 10.3390/ijms24076323.","Borges DS","Int J Mol Sci","2023","2023/04/13","PMC10094733","","10.3390/ijms24076323"
"40423115","Carbon Nanodots-Based Sensors: A Promising Tool for Detecting and Monitoring Toxic Compounds","Nguyen DHH, Muthu A, Elsakhawy T, Sheta MH, Abdalla N, El-Ramady H, Prokisch J.","Nanomaterials (Basel). 2025 May 11;15(10):725. doi: 10.3390/nano15100725.","Nguyen DHH","Nanomaterials (Basel)","2025","2025/05/27","PMC12114603","","10.3390/nano15100725"
"39085279","Resveratrol ameliorates atrazine-induced caspase-dependent apoptosis and fibrosis in the testis of adult albino rats","Hassanin HM, Kamal AA, Ismail OI.","Sci Rep. 2024 Jul 31;14(1):17743. doi: 10.1038/s41598-024-67636-z.","Hassanin HM","Sci Rep","2024","2024/07/31","PMC11291673","","10.1038/s41598-024-67636-z"
"40889412","Metabolome informs about the chemical exposome and links to brain health","Orešič M, Karu N, Zhao HN, Moseley A, Hankemeier T, Wishart DS, Dorrestein PC, Fiehn O, Hyötyläinen T, Daouk RK; Alzheimer Gut Microbiome Project.","Environ Int. 2025 Sep;203:109741. doi: 10.1016/j.envint.2025.109741. Epub 2025 Aug 22.","Orešič M","Environ Int","2025","2025/09/01","PMC12633721","NIHMS2112773","10.1016/j.envint.2025.109741"
"41440755","A Systematic Review on the Toxicology of European Union-Approved Triazole Fungicides in Cell Lines and Mammalian Models","Vulpe CB, Iachimov-Datcu AD, Pujicic A, Agachi BV.","J Xenobiot. 2025 Dec 5;15(6):208. doi: 10.3390/jox15060208.","Vulpe CB","J Xenobiot","2025","2025/12/24","PMC12733837","","10.3390/jox15060208"
"32392306","The Impact of Environmental Chemicals on the Gut Microbiome","Chiu K, Warner G, Nowak RA, Flaws JA, Mei W.","Toxicol Sci. 2020 Aug 1;176(2):253-284. doi: 10.1093/toxsci/kfaa065.","Chiu K","Toxicol Sci","2020","2020/05/12","PMC7416318","","10.1093/toxsci/kfaa065"
"39895912","Laying the groundwork: Exploring pesticide exposure and genetic factors in south-eastern Brazilian farmers","Meira DD, Da Gama Kohls VN, Casotti MC, Louro LS, Santana GM, Santos Louro TE, Alvares da Silva AM, Castro Altoé LS, Trabach RR, Groisman S, de Carvalho EF, Perini Machado JA, Seneff S, Louro ID.","Curr Res Toxicol. 2025 Jan 10;8:100215. doi: 10.1016/j.crtox.2025.100215. eCollection 2025.","Meira DD","Curr Res Toxicol","2025","2025/02/03","PMC11783379","","10.1016/j.crtox.2025.100215"
"35480070","A Critical Review and Meta-Analysis of Impacts of Per- and Polyfluorinated Substances on the Brain and Behavior","Starnes HM, Rock KD, Jackson TW, Belcher SM.","Front Toxicol. 2022 Apr 11;4:881584. doi: 10.3389/ftox.2022.881584. eCollection 2022.","Starnes HM","Front Toxicol","2022","2022/04/28","PMC9035516","","10.3389/ftox.2022.881584"
"41150593","Mixture Effects of Commonly Applied Herbicides on County Level Obesity Rates in the United States: An Exploratory Ecologic Study (2013-2018)","Otaru S, Jones LE, Carpenter DO.","Toxics. 2025 Oct 19;13(10):894. doi: 10.3390/toxics13100894.","Otaru S","Toxics","2025","2025/10/28","PMC12567646","","10.3390/toxics13100894"
"35221840","The effects of low-toxic herbicide Roundup and glyphosate on mitochondria","Strilbyska OM, Tsiumpala SA, Kozachyshyn II, Strutynska T, Burdyliuk N, Lushchak VI, Lushchak O.","EXCLI J. 2022 Jan 10;21:183-196. doi: 10.17179/excli2021-4478. eCollection 2022.","Strilbyska OM","EXCLI J","2022","2022/02/28","PMC8859649","","10.17179/excli2021-4478"
"39770054","Environmental Implication of Herbicide Use","Baćmaga M, Wyszkowska J, Kucharski J.","Molecules. 2024 Dec 18;29(24):5965. doi: 10.3390/molecules29245965.","Baćmaga M","Molecules","2024","2025/01/08","PMC11677524","","10.3390/molecules29245965"
"32625798","Scientific Opinion on the state of the science on pesticide risk assessment for amphibians and reptiles","EFSA Panel on Plant Protection Products and their Residues (PPR); Ockleford C, Adriaanse P, Berny P, Brock T, Duquesne S, Grilli S, Hernandez-Jerez AF, Bennekou SH, Klein M, Kuhl T, Laskowski R, Machera K, Pelkonen O, Pieper S, Stemmer M, Sundh I, Teodorovic I, Tiktak A, Topping CJ, Wolterink G, Aldrich A, Berg C, Ortiz-Santaliestra M, Weir S, Streissl F, Smith RH.","EFSA J. 2018 Feb 23;16(2):e05125. doi: 10.2903/j.efsa.2018.5125. eCollection 2018 Feb.","EFSA Panel on Plant Protection Products and their Residues (PPR)","EFSA J","2018","2020/07/07","PMC7009658","","10.2903/j.efsa.2018.5125"
"34830483","Pleiotropic Outcomes of Glyphosate Exposure: From Organ Damage to Effects on Inflammation, Cancer, Reproduction and Development","Marino M, Mele E, Viggiano A, Nori SL, Meccariello R, Santoro A.","Int J Mol Sci. 2021 Nov 22;22(22):12606. doi: 10.3390/ijms222212606.","Marino M","Int J Mol Sci","2021","2021/11/27","PMC8618927","","10.3390/ijms222212606"
"41362652","CHIASMA: Advancing chemicals and materials safety and sustainability assessments through innovative integration of in vitro and in silico (new approach) methodologies","Weber P, Arnesdotter E, Attar N, Friedrichs S, Seitz C, Chowdhury RR, Koch K, Buerki-Thurnherr T, Brugger B, Wick P, Morikka J, Serra A, Capini L, Greco D, Lacconi V, Marchese AS, Campagnolo L, Exner TE, Brajnik M, Brun É, Lynch I, Zouraris D, Mintis D, Tsoumanis A, Afantitis A, Melagraki G, Minadakis V, Papakyriakopoulou P, Tsiros P, Thépaut E, Sarimveis H, Majó M, Hischier R, Virmani I, Paparella M, Kavaliauskiene S, Sayyari A, Fontaine R, Müller MHB, Lee E, Gerelkhuu Z, Yoon TH, Turan-Sorhun D, Neuhaus W, Serchi T.","Comput Struct Biotechnol J. 2025 Nov 16;29:305-327. doi: 10.1016/j.csbj.2025.11.032. eCollection 2025.","Weber P","Comput Struct Biotechnol J","2025","2025/12/09","PMC12682023","","10.1016/j.csbj.2025.11.032"
"28721242","The gut microbiota: a major player in the toxicity of environmental pollutants?","Claus SP, Guillou H, Ellero-Simatos S.","NPJ Biofilms Microbiomes. 2016 May 4;2:16003. doi: 10.1038/npjbiofilms.2016.3. eCollection 2016.","Claus SP","NPJ Biofilms Microbiomes","2016","2017/07/20","PMC5515271","","10.1038/npjbiofilms.2016.3"
"34201914","An Overview on the Potential Hazards of Pyrethroid Insecticides in Fish, with Special Emphasis on Cypermethrin Toxicity","Farag MR, Alagawany M, Bilal RM, Gewida AGA, Dhama K, Abdel-Latif HMR, Amer MS, Rivero-Perez N, Zaragoza-Bastida A, Binnaser YS, Batiha GE, Naiel MAE.","Animals (Basel). 2021 Jun 25;11(7):1880. doi: 10.3390/ani11071880.","Farag MR","Animals (Basel)","2021","2021/07/02","PMC8300353","","10.3390/ani11071880"
"37375903","Atrazine Toxicity: The Possible Role of Natural Products for Effective Treatment","Das S, Sakr H, Al-Huseini I, Jetti R, Al-Qasmi S, Sugavasi R, Sirasanagandla SR.","Plants (Basel). 2023 Jun 12;12(12):2278. doi: 10.3390/plants12122278.","Das S","Plants (Basel)","2023","2023/06/28","PMC10301673","","10.3390/plants12122278"
"41283425","Global Evidence on Monitoring Human Pesticide Exposure","Fagundes TR, Coradi C, Vacario BGL, de Morais Valentim JMB, Panis C.","J Xenobiot. 2025 Nov 7;15(6):187. doi: 10.3390/jox15060187.","Fagundes TR","J Xenobiot","2025","2025/11/24","PMC12641724","","10.3390/jox15060187"
"25883837","Glyphosate, pathways to modern diseases III: Manganese, neurological diseases, and associated pathologies","Samsel A, Seneff S.","Surg Neurol Int. 2015 Mar 24;6:45. doi: 10.4103/2152-7806.153876. eCollection 2015.","Samsel A","Surg Neurol Int","2015","2015/04/18","PMC4392553","","10.4103/2152-7806.153876"
"37064447","Effects of glyphosate-based herbicide on gametes fertilization and four developmental stages in Clarias gariepinus","Kale OE, Adebesin AN, Kale TF, Oladoja F, Osonuga IO, Soyinka OO, Uwaezuoke D, Olajide O, Akinloye V, Adedugbe O, Odibosa F, Akindele F, Oladele B, Wahab M, Ebele CC.","Heliyon. 2023 Mar 30;9(4):e15048. doi: 10.1016/j.heliyon.2023.e15048. eCollection 2023 Apr.","Kale OE","Heliyon","2023","2023/04/17","PMC10102446","","10.1016/j.heliyon.2023.e15048"
"35454102","Epigenetic Regulation in Exposome-Induced Tumorigenesis: Emerging Roles of ncRNAs","Olmedo-Suárez MÁ, Ramírez-Díaz I, Pérez-González A, Molina-Herrera A, Coral-García MÁ, Lobato S, Sarvari P, Barreto G, Rubio K.","Biomolecules. 2022 Mar 28;12(4):513. doi: 10.3390/biom12040513.","Olmedo-Suárez MÁ","Biomolecules","2022","2022/04/23","PMC9032613","","10.3390/biom12040513"
"39473468","Advancing Environmental Toxicology In Vitro: From Immortalized Cancer Cell Lines to 3D Models Derived from Stem Cells","Li H, Yin N, Yang R, Faiola F.","Environ Health (Wash). 2024 Feb 28;2(6):332-349. doi: 10.1021/envhealth.3c00199. eCollection 2024 Jun 21.","Li H","Environ Health (Wash)","2024","2024/10/30","PMC11503916","","10.1021/envhealth.3c00199"
"40361710","Chemical Food Safety in Europe Under the Spotlight: Principles, Regulatory Framework and Roadmap for Future Directions","D'Amore T, Smaoui S, Varzakas T.","Foods. 2025 May 5;14(9):1628. doi: 10.3390/foods14091628.","D'Amore T","Foods","2025","2025/05/14","PMC12071582","","10.3390/foods14091628"
"41323951","Association of glyphosate exposure with kidney function impairment in the adolescents and young adults' population in the U.S. National Health and Nutrition Examination Survey, 2013 to 2016","Zhu Y, Hu Y, Zhou Q, Ruan L, Zhou S, Xia B, Wang F.","Paediatr Child Health. 2025 Aug 30;30(7):560-567. doi: 10.1093/pch/pxae111. eCollection 2025 Nov.","Zhu Y","Paediatr Child Health","2025","2025/12/01","PMC12663777","","10.1093/pch/pxae111"
"33644024","Recent Advanced Technologies for the Characterization of Xenobiotic-Degrading Microorganisms and Microbial Communities","Mishra S, Lin Z, Pang S, Zhang W, Bhatt P, Chen S.","Front Bioeng Biotechnol. 2021 Feb 10;9:632059. doi: 10.3389/fbioe.2021.632059. eCollection 2021.","Mishra S","Front Bioeng Biotechnol","2021","2021/03/01","PMC7902726","","10.3389/fbioe.2021.632059"
"38751503","Statement on the toxicological properties and maximum residue levels of acetamiprid and its metabolites","EFSA (European Food Safety Authority); Hernandez-Jerez A, Coja T, Paparella M, Price A, Henri J, Focks A, Louisse J, Terron A, Binaglia M, Guajardo IM, Mangas I, Guajardo IM, Ferreira L, Kardassi D, De Lentdecker C, Molnar T, Vianello G.","EFSA J. 2024 May 15;22(5):e8759. doi: 10.2903/j.efsa.2024.8759. eCollection 2024 May.","EFSA (European Food Safety Authority)","EFSA J","2024","2024/05/16","PMC11094581","","10.2903/j.efsa.2024.8759"
"40906511","Protective Roles of Prebiotics and Probiotics Against Environmental Pollutant-Induced Toxicities: A Systematic Review of Animal Studies","Zarezadeh M PhD, Saedisomeolia A, Mahmoudinezhad M, M Iskandar M, Lu F, Kubow S.","Mol Nutr Food Res. 2026 Jan;70(1):e70175. doi: 10.1002/mnfr.70175. Epub 2025 Sep 4.","Zarezadeh M PhD","Mol Nutr Food Res","2026","2025/09/04","PMC12728390","","10.1002/mnfr.70175"
"36875280","Effect of Pesticides on Peroxisome Proliferator-Activated Receptors (PPARs) and Their Association with Obesity and Diabetes","Hernández-Valdez J, Velázquez-Zepeda A, Sánchez-Meza JC.","PPAR Res. 2023 Feb 24;2023:1743289. doi: 10.1155/2023/1743289. eCollection 2023.","Hernández-Valdez J","PPAR Res","2023","2023/03/06","PMC9984265","","10.1155/2023/1743289"
"34063879","Toxicology and Microbiota: How Do Pesticides Influence Gut Microbiota? A Review","Giambò F, Teodoro M, Costa C, Fenga C.","Int J Environ Res Public Health. 2021 May 21;18(11):5510. doi: 10.3390/ijerph18115510.","Giambò F","Int J Environ Res Public Health","2021","2021/06/02","PMC8196593","","10.3390/ijerph18115510"
"25189402","A comparison of temporal trends in United States autism prevalence to trends in suspected environmental factors","Nevison CD.","Environ Health. 2014 Sep 5;13:73. doi: 10.1186/1476-069X-13-73.","Nevison CD","Environ Health","2014","2014/09/06","PMC4177682","","10.1186/1476-069X-13-73"
"36087771","Pesticide exposure and child growth in low- and middle-income countries: A systematic review","Bliznashka L, Roy A, Jaacks LM.","Environ Res. 2022 Dec;215(Pt 1):114230. doi: 10.1016/j.envres.2022.114230. Epub 2022 Sep 7.","Bliznashka L","Environ Res","2022","2022/09/10","PMC7614514","EMS175075","10.1016/j.envres.2022.114230"
"35076536","Glyphosate vs. Glyphosate-Based Herbicides Exposure: A Review on Their Toxicity","Martins-Gomes C, Silva TL, Andreani T, Silva AM.","J Xenobiot. 2022 Jan 17;12(1):21-40. doi: 10.3390/jox12010003.","Martins-Gomes C","J Xenobiot","2022","2022/01/25","PMC8788447","","10.3390/jox12010003"
"32706372","The Influence of Feed and Drinking Water on Terrestrial Animal Research and Study Replicability","Kurtz DM, Feeney WP.","ILAR J. 2020 Oct 19;60(2):175-196. doi: 10.1093/ilar/ilaa012.","Kurtz DM","ILAR J","2020","2020/07/25","PMC7583730","","10.1093/ilar/ilaa012"
"39191283","The impact of chemical pollution across major life transitions: a meta-analysis on oxidative stress in amphibians","Martin C, Capilla-Lasheras P, Monaghan P, Burraco P.","Proc Biol Sci. 2024 Aug;291(2029):20241536. doi: 10.1098/rspb.2024.1536. Epub 2024 Aug 28.","Martin C","Proc Biol Sci","2024","2024/08/27","PMC11349447","","10.1098/rspb.2024.1536"
"25636363","Global transcriptomic profiling demonstrates induction of oxidative stress and of compensatory cellular stress responses in brown trout exposed to glyphosate and Roundup","Uren Webster TM, Santos EM.","BMC Genomics. 2015 Jan 31;16(1):32. doi: 10.1186/s12864-015-1254-5.","Uren Webster TM","BMC Genomics","2015","2015/02/01","PMC4318436","","10.1186/s12864-015-1254-5"
"25716480","Evaluation of carcinogenic potential of the herbicide glyphosate, drawing on tumor incidence data from fourteen chronic/carcinogenicity rodent studies","Greim H, Saltmiras D, Mostert V, Strupp C.","Crit Rev Toxicol. 2015 Mar;45(3):185-208. doi: 10.3109/10408444.2014.1003423. Epub 2015 Feb 26.","Greim H","Crit Rev Toxicol","2015","2015/02/27","PMC4819582","","10.3109/10408444.2014.1003423"
"26322242","Glyphosate, neurological diseases - and the scientific method","Faria MA.","Surg Neurol Int. 2015 Aug 10;6:132. doi: 10.4103/2152-7806.162550. eCollection 2015.","Faria MA","Surg Neurol Int","2015","2015/09/01","PMC4538578","","10.4103/2152-7806.162550"
"38269035","Update of the risk assessment of polybrominated diphenyl ethers (PBDEs) in food","EFSA Panel on Contaminants in the Food Chain (CONTAM); Schrenk D, Bignami M, Bodin L, Chipman JK, Del Mazo J, Grasl-Kraupp B, Hogstrand C, Ron Hoogenboom L, Leblanc JC, Nebbia CS, Nielsen E, Ntzani E, Petersen A, Sand S, Schwerdtle T, Wallace H, Benford D, Fürst P, Hart A, Rose M, Schroeder H, Vrijheid M, Ioannidou S, Nikolič M, Bordajandi LR, Vleminckx C.","EFSA J. 2024 Jan 24;22(1):e8497. doi: 10.2903/j.efsa.2024.8497. eCollection 2024 Jan.","EFSA Panel on Contaminants in the Food Chain (CONTAM)","EFSA J","2024","2024/01/25","PMC10807361","","10.2903/j.efsa.2024.8497"
"41150533","Combined Repeated-Dose Toxicity Study with the Reproduction/Developmental Toxicity Screening Test of Calcium Nitrate Tetrahydrate in Sprague Dawley Rats","Eom JW, Kang HI, Lee JH, Song SH, Hong JH, Bae S, Nam CJ, Lim KM.","Toxics. 2025 Sep 30;13(10):835. doi: 10.3390/toxics13100835.","Eom JW","Toxics","2025","2025/10/28","PMC12567573","","10.3390/toxics13100835"
"36908531","Atmospheric microplastics: exposure, toxicity, and detrimental health effects","Abad López AP, Trilleras J, Arana VA, Garcia-Alzate LS, Grande-Tovar CD.","RSC Adv. 2023 Mar 8;13(11):7468-7489. doi: 10.1039/d2ra07098g. eCollection 2023 Mar 1.","Abad López AP","RSC Adv","2023","2023/03/13","PMC9993231","","10.1039/d2ra07098g"
"32267911","A critical review on the potential impacts of neonicotinoid insecticide use: current knowledge of environmental fate, toxicity, and implications for human health","Thompson DA, Lehmler HJ, Kolpin DW, Hladik ML, Vargo JD, Schilling KE, LeFevre GH, Peeples TL, Poch MC, LaDuca LE, Cwiertny DM, Field RW.","Environ Sci Process Impacts. 2020 Jun 24;22(6):1315-1346. doi: 10.1039/c9em00586b.","Thompson DA","Environ Sci Process Impacts","2020","2020/04/09","PMC11755762","NIHMS2042514","10.1039/c9em00586b"
"","Occurrence of Pharmaceutical and Pesticide Transformation Products in Freshwater: Update on Environmental Levels, Toxicological Information and Future Challenges","Rodrigues P, Oliva-Teles L, Guimarães L, Carvalho AP.","Rev Environ Contam Toxicol. 2022;260(1):14. doi: 10.1007/s44169-022-00014-w. Epub 2022 Dec 7.","Rodrigues P","Rev Environ Contam Toxicol","2022","","PMC9734374","","10.1007/s44169-022-00014-w"
"37063330","The Metabolic Matrix: Re-engineering ultraprocessed foods to feed the gut, protect the liver, and support the brain","Harlan TS, Gow RV, Kornstädt A, Alderson PW, Lustig RH.","Front Nutr. 2023 Mar 30;10:1098453. doi: 10.3389/fnut.2023.1098453. eCollection 2023.","Harlan TS","Front Nutr","2023","2023/04/17","PMC10097968","","10.3389/fnut.2023.1098453"
